rid,vid,owner,address,zip
T103,103,SOPHIE TAXI LLC,4175 N. ELSTON AVE.,60618
T1748,1748,"A.M. ""EBENEZER, INC""",4118 W. LAWRENCE AVE.,60630
T318,318,YAHYA EXPRESS INC,2532 W. WARREN BLVD.,60612
T1240,1240,CHITOWN CAB INC. #IV,4020 W. GLENLAKE AVE.,60646
T5471,5471,A. N. CAB CO. INC,9696 W. FOSTER AVE.,60656
T652,652,Z & Z CAB INC,3351 W. ADDISON ST.,60618
T4316,4316,AIC EXPRESS INC.,5416 N. BROADWAY ST.,60640
T1200,1200,NECT 17 LLC,6500 N. WESTERN AVE.,60645
T4889,4889,NOUREDINE CORP.,2532 W. WARREN BLVD.,60612
T1016,1016,VALI ENTERPRISES INC,2601 W. PETERSON AVE.,60659
T3044,3044,"CHICAGO POLO XV, INC.",2617 S. WABASH AVE.,60616
T4738,4738,CHICAGO MEDALLION FOUR LLC.,9696 W. FOSTER AVE.,60656
T6275,6275,ONYAME YE KESE CORP.,3351 W. ADDISON ST.,60618
T2675,2675,MCCAB  IV CORP.,4626 W. CORNELIA AVE.,60641
T4434,4434,LATEEF GBAJUMO,9807 S. OGLESBY AVE.,60617
T231,231,BABY CAB CORP.,2617 S. WABASH AVE.,60616
T3561,3561,"ENDWELL SERVICES, INC",2532 W. WARREN BLVD.,60612
T4702,4702,CHICAGO TOURIST CAB CO,3351 W. ADDISON ST.,60618
T3470,3470,FLAG CAB CORP.,3351 W. ADDISON ST.,60618
T5003,5003,"ARBER CITY TRANS, INC.",5765 N. LINCOLN AVE.,60659
T4581,4581,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
T6113,6113,AALA HAZRAT CAB CORP,4118 W. LAWRENCE,60630
T434,434,ESRAA CAB CORP,9696 W. FOSTER AVE.,60656
T5517,5517,"PASALIC, INC.",2601 W. PETERSON AVE.,60659
T6437,6437,MEMON INC.,2601 W. PERTERSON AVE.,60659
T1900,1900,TKL CAB INC.,2601 W. PETERSON AVE.,60659
T1704,1704,GEE GEE INC,4118 W. LAWRENCE AVE.,60630
T6538,6538,ALL BOUNDS TAXI CORP,6339 W. GEORGE ST.,60634
T4662,4662,MOOSA INC.,4118 W. LAWRENCE AVE.,60630
T3946,3946,J & I CAB CORP,2617 S. WABASH AVE.,60616
T564,564,CHA CHA JI CAB CO,5200 N. OTTO AVE.,60656
T6758,6758,FAMINA INC.,9696 W. FOSTER AVE.,60656
T4030,4030,TAXI FOR LESS INC,2800 W. PETERSON AVE.,60659
T3449,3449,AMERICAN RIDER CAB CO,3351 W. ADDISON ST.,60618
T3297,3297,"TAXI MEDALLION GROUP,LLC-SERIES V",4175 N. ELSTON AVE.,60618
T2398,2398,SHAN TRANSPORATION INC,9696 W. FOSTER AVE.,60656
T6019,6019,FOUAZ INC,2235 W. MAYPOLE AVE.,60612
T1464,1464,JONHI CORP,724 W. WASHINGTON BLVD.,60661
T3764,3764,"MUGHAL BROTHERS, INC.",2601 W. PETERSON AVE.,60659
T1583,1583,ATTY CAB CO,9696 W. FOSTER AVE.,60656
T3627,3627,LAKESHORE CCO INC.,6960 N. BELL AVE.,60645
T6655,6655,"TAXI MEDALLION GROUP, LLC-SERIES 34",4175 N. ELSTON AVE.,60618
T5449,5449,LILLY CAB CORP,2617 S. WABASH AVE.,60616
T2300,2300,NICK VOGDANOS,4648 N. PAULINA ST.,60640
T3599,3599,POPO INC,2601 W. PETERSON AVE.,60659
T6381,6381,CHICAGO AUCTION CAB CO.,2617 S. WABASH AVE.,60616
T3257,3257,MERCURY CAB CO,5606 N. WESTERN AVE.,60659
T1389,1389,HAMIT ZANI CORP,2601 W. PETERSON AVE.,60659
T5125,5125,ABRAR CORP.,9696 W. FOSTER AVE.,60656
T3489,3489,ULTRA INVESTMENT CORP,3351 W. ADDISON ST.,60618
T5589,5589,IMAGIN EXPRESS INC,3351 W. ADDISON ST.,60618
T3330,3330,"R.M.Z. TRANSIT, INC.",3443 N. NEENAH AVE.,60634
T3995,3995,ELIAS TAXI I LLC,9696 W. FOSTER AVE.,60656
T4686,4686,BAROMETER II HACKING CORP.,2617 S. WABASH AVE.,60616
T4366,4366,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
T4595,4595,AMC CAB CORP.,3351 W. ADDISON ST.,60618
T4264,4264,T20 INC,3351 W. ADDISON ST.,60618
T2830,2830,HASEEB INC,4118 W. LAWRENCE ST.,60630
T400,400,CHAUDHRY STARS INC,3351 W. ADDISON ST.,60618
T1933,1933,MILOS CAB CORP,2945 W. PETERSON AVE.,60659
T5907,5907,DUA CAB CO,6326 N. RICHMOND ST.,60659
T4523,4523,HAZAL TRANSIT INC.,3553 N. NEENAH AVE.,60634
T5897,5897,TOP TOP TAXI INC,3351 W. ADDISON ST.,60618
T3423,3423,YEMD INC.,4118 W. LAWRENCE AVE.,60630
T836,836,JOHNS CABS CORP.,4536 N. ELSTON AVE.,60630
T4412,4412,TAXI 4 YOU INC,3351 W. ADDISON ST.,60618
T3714,3714,ABILITY SERVICES LTD.,2601 W. PETERSON AVE.,60659
T4620,4620,MOISTURE II HACKING CORP.,2617 S. WABASH AVE.,60616
T6663,6663,SST CAB CO,4020 W. GLENLAKE AVE.,60646
T4097,4097,CHITOWN CAB INC. #IV,4020 W. GLENLAKE AVE.,60646
T6393,6393,LALA TAXI CORP.,9696 W. FOSTER AVE.,60656
T3563,3563,FAARAH TRANSPORTATION INC,3351 W. ADDISON ST.,60618
T1760,1760,M A SALAM CAB CO,2202 N. ROCKWELL ST.,60647
T33,33,BEBE VICTOR INC,3351 W. ADDISON ST.,60618
T1939,1939,AHAD EXP INC.,4118 W. LAWRENCE AVE.,60630
T2186,2186,VEE-DOR CAB CO.,9696 W. FOSTER AVE.,60656
T2825,2825,T J SCOTT CAB CO,9441 S. INDIANA AVE.,60619
T5242,5242,EASY TRAVEL INC,3351 W. ADDISON ST.,60618
T418,418,VIRGO TAXI CAB CO.,6500 N. WESTERN AVE.,60645
T1199,1199,GREEN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T687,687,SANTORINI CAB CORP.,4536 N. ELSTON AVE.,60630
T4842,4842,INACIO CORP.,3617 W. PALMER ST.,60647
T3268,3268,SANTORINI TWO CAB CORP.,4536 N. ELSTON AVE.,60630
T1329,1329,IMRAN & ANWER CORPORATION,4020 W. GLENLAKE AVE.,60646
T565,565,LULU FOUR INC,2617 S. WABASH AVE.,60616
T1418,1418,SUSU TAXI INC,3351 W. ADDISON ST.,60618
T2973,2973,MC TAXI CORP,2532 W. WARREN BLVD.,60612
T4126,4126,G & KAMAL INC,9696 W. FOSTER AVE.,60656
T6199,6199,NEEYAT CORP.,5416 N. BROADWAY ST.,60640
T897,897,CARLOS J. SANCHEZ,9696 W. FOSTER AVE.,60656
T4424,4424,"CUBBY CAB, INC.",9696 W. FOSTER AVE.,60656
T4907,4907,K L S TRANS INC,2617 S. WABASH AVE.,60616
T1652,1652,SNOWFALL II HACKING CORP,2617 S. WABASH AVE.,60616
T3823,3823,K.M.M. INC.,5200 N. OTTO AVE.,60656
T5036,5036,GRAPEVINE TAXI LLC,4536 N. ELSTON AVE.,60630
T646,646,AGAPH CAB CORP,2945 W. PETERSON AVE.,60659
T180,180,BELICAGO TAXI LLC,3351 W. ADDISON ST.,60618
T6358,6358,6358 TAXI CAB CORP.,3351 W. ADDISON ST.,60618
T4428,4428,WONDER CAB COMPANY,3351 W. ADDISON ST.,60618
T4799,4799,NEDAL INC.,3351 W. ADDISON ST.,60618
T6399,6399,6399 TAXI CORP,4118 W. LAWRENCE AVE.,60630
T4493,4493,SNOWBLIND CAB CORP,2617 S. WABASH AVE.,60616
T2907,2907,MODHISH INC.,6550 S. CLARK ST.,60626
T5609,5609,ELSTON FOUR LLC,3351 W. ADDISON ST.,60618
T2515,2515,CHICAGO CAB 2 CORP.,2945 W. PETERSON AVE.,60659
T429,429,MCCAB VII CORP.,4626 W. CORNELIA AVE.,60641
T493,493,CASTAWAYS CAB LTD,2532 W. WARREN BLVD.,60612
T670,670,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
T1659,1659,CASA BLANCA EXPRESS INC,4118 W. LAWRENCE AVE.,60630
T1473,1473,YC26 LLC,3351 W. ADDISON ST.,60618
T5389,5389,BAZZI CAB COMPANY,2601 W. PETERSON AVE.,60659
T4660,4660,HAQ TRANSPORTATION INC,3351 W. ADDISON ST.,60618
T3266,3266,AFABOLA INC,2800 W. PETERSON AVE.,60659
T2238,2238,LEROY RAMSAY,9032 S. YATES BLVD.,60617
T5056,5056,TAP TAP CAB CO,2601 W. PETERSON AVE.,60659
T4150,4150,KING SOLOMON CAB COMPANY,4626 W. CORNELIA AVE.,60641
T4156,4156,CHICAB THREE INC.,4020 W. GLENLAKE AVE.,60646
T2446,2446,TASS INC,3351 W. ADDISON ST.,60618
T6183,6183,KHANI CORP,6330 N. KEDVALE AVE.,60646
T702,702,Z & Z CAB INC,3351 W. ADDISON ST.,60618
T6121,6121,"FOUMBOT, INC.",9696 W. FOSTER AVE.,60656
T4462,4462,"NECT 3, INC",6500 N. WESTERN AVE.,60645
T2565,2565,TOBIADE INC.,3351 W. ADDISON AVE.,60618
T3620,3620,DAVID K CAB CO,5423 N. KILDARE AVE.,60630
T895,895,PEACE TAXICAB INC,4020 W. GLENLAKE AVE.,60646
T949,949,GREENVALE TAXI LLC,4536 N. ELSTON AVE.,60630
T6643,6643,CYRENAICA CORP,2532 W. WARREN BLVD.,60612
T1248,1248,BIG APPLE CAB ONE CO.,3351 W. ADDISON ST.,60618
T1276,1276,CANAAN TRANSPORTATION INC,4626 W. CORNELIA AVE.,60641
T4291,4291,TAXI CAB INC,3351 W. ADDISON ST.,60618
T5280,5280,"EAGLE EXPRESS, INC.",4626 W. CORNELIA AVE.,60641
T5360,5360,CASH CAB CO,3351 W. ADDISON ST.,60618
T2143,2143,RAJI INC,5765 N. LINCOLN AVE.,60659
T4362,4362,TAHIR'S CORP,3351 W. ADDISON ST.,60618
T148,148,DRIVEN TAXICAB LLC,718 W. GORDON TER.,60613
T2232,2232,MASSAWA PORT CITY INC,6550 N. CLARK ST.,60626
T3533,3533,ASLAN TAXI CORP,4118 W. LAWRENCE AVE.,60630
T771,771,"CHICAGO POLO XI, INC.",2617 S. WABASH AVE.,60616
T997,997,PLAYING POLO IN CHICAGO INC,2617 S. WABASH AVE.,60616
T2334,2334,REX 1 INC.,6500 N. WESTERN AVE.,60645
T456,456,SASHA CAB COMPANY,3351 W. ADDISON ST.,60618
T5468,5468,CHICAGO'S FIVE STAR CORP.,2235 W. MAYPOLE AVE.,60612
T2165,2165,VLAD CAB INC,2334 N. LAKEWOOD ST.,60614
T4427,4427,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
T321,321,MR TAXI 2 INC,3351 W. ADDISON ST.,60618
T2895,2895,SLSJETS I CAB CORP.,2617 S. WABASH AVE.,60616
T4884,4884,4884 RAJA INC,4118 W. LAWRENCE AVE.,60630
T709,709,NEMESIS CAB CORP.,2945 W. PETERSON AVE.,60659
T6568,6568,J J B B INC,4020 W. GLENLAKE AVE.,60646
T5427,5427,MIRACLE EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T3854,3854,NEGELE ARSI INC,3351 W. ADDISON ST.,60618
T5004,5004,"CHANDIYA, INC.",3351 W. ADDISON ST.,60618
T6424,6424,STNY TAXI CORP.,4536 N. ELSTON AVE.,60630
T3327,3327,ANVERY TRANS INC,2601 W. PETERSON AVE.,60659
T4772,4772,"BOLAKO, INC",2601 W. PETERSON AVE.,60659
T6516,6516,WELCOME TAXICAB INC,4020 W. GLENLAKE AVE.,60646
T6348,6348,MAZ INC. CORP.,6031 S. MERRIMAC AVE.,60638
T2046,2046,AMELIE CAB CORP,2601 W. PETERSON AVE.,60659
T2946,2946,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
T3004,3004,NORTH CAB CO,9696 W. FOSTER AVE.,60656
T179,179,KING EDWARD CAB CORP.,2617 S. WABASH AVE.,60616
T768,768,AHMED EXPRESS INC,3351 W. ADDISON ST.,60618
T562,562,TAXI MEDALLION GROUP LLC SERIESXII,4175 N. ELSTON AVE.,60618
T5250,5250,M & S CAB CO,6550 N. CLARK ST.,60626
T4800,4800,SAMINA EXPRESS INC.,4020 W. GLENLAKE AVE.,60646
T2002,2002,ELSTON FIFTEEN LLC,2738 W. FULTON ST.,60612
T4440,4440,SILKY CAB CORP.,9696 W. FOSTER AVE.,60656
T332,332,CAPRICORN CAB INC,6500 N. WESTERN AVE.,60645
T1101,1101,HAFIZ CAB CORP,3351 W. ADDISON ST.,60618
T444,444,SAHER CAB CO,3351 W. ADDISON ST.,60618
T5696,5696,"CHICAGO CAB, INC. #1",6550 N. CLARK ST.,60626
T4,4,YC1 LLC,3351 W. ADDISON ST.,60618
T5679,5679,SHIVAM CAB CO.,4118 W. LAWRENCE AVE.,60630
T6924,6924,SUNFLOWER CAB CO.,3351 W. ADDISON ST.,60618
T1307,1307,"PED 1, LLC",9696 W. FOSTER AVE.,60656
T1885,1885,OKIES CAB CORP.,6550 N. CLARK ST.,60626
T4492,4492,TAXI MEDALLION GROUP LLC SERIES II,3351 W. ADDISON ST.,60618
T6617,6617,MEHCO INC.,9696 W. FOSTER AVE.,60656
T4421,4421,NORTOWN EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T2215,2215,POTRERO INC,4626 W. CORNELIA AVE.,60641
T1923,1923,"BLACK ROSE, INC.",4118 W. LAWRENCE AVE.,60630
T109,109,TAURUS CAB INC,6500 N. WESTERN AVE.,60645
T3295,3295,SHANDY DALLAS INC.,2532 W. WARREN BLVD.,60612
T1673,1673,NECT 20 LLC,6500 N. WESTERN AVE.,60645
T3811,3811,"CHICAGO CAB, INC. #1",6550 N. CLARK ST.,60626
T3416,3416,KINGSLEY COFIE,8406 S. BURNHAM AVE.,60617
T2396,2396,PERSISTENCE TAXI LLC,4536 N. ELSTON AVE.,60630
T5441,5441,NOORANI CAB SERVICE INC.,4020 W. GLENLAKE AVE.,60646
T944,944,NAXOS CAB CORP,2945 W. PETERSON AVE.,60659
T6947,6947,EYAD CAB CO,4626 W. CORNELIA AVE.,60641
T278,278,GEORGE D. PANAGOULIAS,1120 W. OAKDALE AVE.,60657
T574,574,"CHICAGO POLO V, INC.",2617 S. WABASH AVE.,60616
T6372,6372,RISING STAR CAB INC.,3351 W. ADDISON ST.,60618
T2119,2119,SETARE 2 INC,2945 W. PETERSON AVE.,60659
T1744,1744,TRIPLE SA INC.,4020 W. GLENLAKE AVE.,60646
T1658,1658,SNOWFALL II HACKING CORP,2617 S. WABASH AVE.,60616
T5452,5452,LINJAKE INC.,4626 W. CORNELIA AVE.,60641
T6513,6513,"TAXI MEDALLION GROUP, LLC-SERIES 34",4175 N. ELSTON AVE.,60618
T2637,2637,KHANZADA EXPRESS INC,4118 W. LAWRENCE AVE.,60630
T5223,5223,TAXI MEDALLION GROUP LLC-SERIESXVII,4175 N. ELSTON AVE.,60618
T1153,1153,ROYA CAB CO,4020 W. GLENLAKE AVE.,60646
T4079,4079,MOSES FRANK,6731 S. SOUTH CHICAGO AVE.,60637
T5329,5329,ALTHERAS CAB CORP,2945 W. PETERSON AVE.,60659
T5140,5140,IRA C BERGER,6311 N. LAWNDALE AVE.,60659
T4171,4171,TAXI MEDALLION GROUP LLC SERIESXXVI,4175 N. ELSTON AVE.,60618
T1382,1382,NECT 17 LLC,6500 N. WESTERN AVE.,60645
T280,280,GARBACZ INC,2601 W. PETERSON AVE.,60659
T5935,5935,RAHMAN INC,4118 W. LAWRENCE AVE.,60630
T2860,2860,A & Z CAB INC,4626 W. CORNELIA AVE.,60641
T388,388,DEKA CAB CORP,4536 N. ELSTON AVE.,60630
T6548,6548,"TUDA 4U, CORP.",2601 W. PETERSON AVE.,60659
T1893,1893,ARES CAB CORP.,2945 W. PETERSON AVE.,60659
T176,176,POLO TAXI CAB INC,4626 W. CORNELIA AVE.,60641
T5227,5227,AKAL TRANSPORT CORP,4020 W. GLENLAKE AVE.,60646
T186,186,MILES CAB CORP,3351 W. ADDISON ST.,60618
T6043,6043,CITY ROAD CORP,4626 W. CORNELIA AVE.,60641
T2079,2079,CHICAGO CAB CORP.,2945 W. PETERSON AVE.,60659
T3891,3891,COLLINETTE E. KING-BRIGHT,1067 N. MILWAUKEE AVE.,60642
T4994,4994,I.B.M.F. TAXI LLC,4640 N. SHERIDAN RD.,60640
T1297,1297,ANNAFO INC,3351 W. ADDISON ST.,60618
T3072,3072,PUNJAB ROADWAYS INC,4020 W. GLENLAKE AVE.,60646
T3538,3538,"CHICAGO POLO X, INC.",2617 S. WABASH AVE.,60616
T3684,3684,MOHAMMED AZIZ AHMED,4601 W. 82ND ST.,60652
T1060,1060,HORIZON CAB CO.,4626 W. CORNELIA AVE.,60641
T3670,3670,N K CAB CO INC,4626 W. CORNELIA AVE.,60641
T2287,2287,K E J TAN CAB CO,4626 W. CORNELIA AVE.,60641
T3401,3401,ELIAS TAXI II LLC,9696 W. FOSTER AVE.,60656
T3070,3070,CATCH A CAB CORP.,3351 W. ADDISON ST.,60618
T224,224,BEDFORD CAB TWO CORP,3351 W. ADDISON,60618
T2419,2419,RAMALLA CAB CO,4626 W. CORNELIA AVE.,60641
T5738,5738,CHICAGO TAXI EXPRESS INC.,5416 N. BROADWAY,60640
T5090,5090,PARK WEST EXPRESS INC,9696 W. FOSTER AVE.,60656
T3812,3812,AMRIN1 TRANS INC,2601 W. PETERSON AVE.,60659
T3048,3048,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T2210,2210,SAGE TRANS INC,2601 W. PETERSON AVE.,60659
T1010,1010,ADA TEUTA GENTI CORP,5941 N. KIMBALL AVE.,60659
T1889,1889,WEST CAB INC,9696 W. FOSTER AVE.,60656
T6042,6042,3860 TAXI CORP,6550 N. CLARK ST.,60626
T4776,4776,GEMINI TAXI CORP,2945 W. PETERSON AVE.,60659
T2932,2932,PEACH CAPITAL CORP,9696 W. FOSTER AVE.,60656
T226,226,BABY CAB CORP.,2617 S. WABASH AVE.,60616
T5196,5196,JULY CAB CORP.,2617 S. WABASH AVE.,60616
T5806,5806,RASHEED O SANYAOLU,8258 S. EAST END AVE.,60617
T6339,6339,T & M TAXI CO,2532 W. WARREN BLVD.,60612
T1383,1383,KANG CAB CORP,2601 W. PETERSON AVE.,60659
T4944,4944,JACKSON STREET TAXI LLC,4536 N. ELSTON AVE.,60630
T4584,4584,SIENNA ZONE CAB CO.,2617 S. WABASH AVE.,60616
T3461,3461,M & A FOREVER INC,5765 N. LINCOLN AVE.,60659
T4041,4041,NEW PISCES INC.,6500 N. WESTERN AVE.,60645
T1086,1086,LMBK HOLDING CORP.,3351 W. ADDISON ST.,60618
T5635,5635,HYUN DAI TAXI CAB INC,4626 W. CORNELIA AVE.,60641
T6154,6154,T & T CORP 1,6550 N. CLARK ST.,60626
T3437,3437,"3437 TAXI, INC.",4626 W. CORNELIA AVE.,60641
T3344,3344,DONAT CAB CO INC,9696 W. FOSTER AVE.,60656
T1242,1242,YC21 LLC,3351 W. ADDISON ST.,60618
T3824,3824,CELEBRITY CHICAGO CORP.,2235 W. MAYPOLE AVE.,60612
T615,615,"AWRA AWSA, INC.",2601 W. PETERSON AVE.,60659
T5877,5877,CHATHA ENTERPRISES INC,4626 W. CORNELIA AVE.,60641
T6236,6236,GOODBAR TAXI CORP II,2532 W. WARREN BLVD.,60612
T2994,2994,ADMANE TRANS INC,4744 N. LOWELL AVE.,60630
T340,340,MR TAXI 1 INC,3351 W. ADDISON ST.,60618
T5779,5779,COFFEE TAXI LLC,4536 N. ELSTON AVE.,60630
T57,57,OIA CAB CORP.,4536 N. ELSTON AVE.,60630
T5523,5523,"TAXI MEDALLION GROUP, LLC SERIES 30",4175 N. ELSTON AVE.,60618
T3067,3067,MASKAB INC,2028 W. CONCORD PL.,60647
T3941,3941,JACKSON STREET TAXI LLC,4536 N. ELSTON AVE.,60630
T5113,5113,"CHICAGO POLO VI, INC.",2617 S. WABASH AVE.,60616
T3914,3914,NEW AMSTERDAM LEASING CORP.,3351 W. ADDISON ST.,60618
T6618,6618,MN TAXI INC.,5416 N. BROADWAY,60640
T34,34,DOUMB CAB CO,3351 W. ADDISON ST.,60618
T3385,3385,EMAN CAB INC,3132 W. JEROME ST.,60645
T5270,5270,CHATHA CAB CO,3351 W. ADDISON ST.,60618
T5050,5050,HI FI INC,9696 W. FOSTER AVE.,60656
T4375,4375,ALEXANDER THE GREAT EXPRESS INC,2601 W. PETERSON AVE.,60659
T259,259,AL-MEDINA ENTERPRISES INC.,3351 W. ADDISON,60618
T5083,5083,AFISCO CORPORATION,4626 W. CORNELIA AVE.,60641
T6689,6689,SIAM INCORPORATED I,6550 N. CLARK ST.,60626
T2857,2857,FAMILY EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T5161,5161,TABU TAXI CORP.,4118 W. LAWRENCE AVE.,60630
T4811,4811,MATA CAB CO,7409 N. WESTERN AVE.,60645
T6735,6735,TAXI MEDALLION GROUP LLC-SERIES 35,4175 N. ELSTON AVE.,60618
T4155,4155,ROBEAL INC,4118 W. LAWRENCE AVE.,60630
T6347,6347,S.S.M.J. KHAN INC.,4626 W. CORNELIA AVE.,60641
T2872,2872,"CHICAGO MEDALLION NINE, LLC",9696 W. FOSTER AVE.,60656
T6671,6671,LOGOCHIWA INC.,6550 N. CLARK ST.,60626
T2048,2048,ADAM VALI CAB INC,9696 W. FOSTER AVE.,60656
T238,238,DAMMA CAB CORP,2617 S. WABASH AVE.,60616
T4598,4598,NINA & HARRY INC.,4812 W. STRONG ST.,60630
T5080,5080,S & R TAXI CO,3351 W. ADDISON ST.,60618
T4101,4101,GREENWICH CAB CORP.,4536 N. ELSTON AVE.,60630
T1877,1877,STREETS OF CHICAGO TAXI CO,4626 W. CORNELIA AVE.,60641
T4997,4997,RAVI EXPRESS INC.,3351 W. ADDISON ST.,60618
T3462,3462,TIPTOM INC.,2617 S. WABASH AVE.,60616
T5001,5001,JOTI CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T4589,4589,MOISTURE II HACKING CORP.,2617 S. WABASH AVE.,60616
T5761,5761,"TAXI MEDALLION GROUP, LLC SERIES 32",4175 N. ELSTON AVE.,60618
T250,250,GALA CAB CORP.,2617 S. WABASH AVE.,60616
T1328,1328,KILLER DOG CAB CORP,2617 S. WABASH AVE.,60616
T3817,3817,NIKIANA CORP,3351 W. ADDISON ST.,60618
T2155,2155,CHICAB TWO INC,4020 W. GLENLAKE AVE.,60646
T5926,5926,AWRA AND SARON CAB CORP,2601 W. PETERSON AVE.,60659
T4146,4146,JORDACHE CAB CORP.,2532 W. WARREN BLVD.,60612
T95,95,TAJ NAUSHEENA INC.,3351 W. ADDISON ST.,60618
T2255,2255,HARRY CAB CO,2601 W. PETERSON AVE.,60659
T1666,1666,NJ CAB CO,4020 W. GLENLAKE AVE.,60646
T6158,6158,ADULIS EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T2070,2070,"LUCKY SEVEN CHICAGO, INC.",2617 S. WABASH AVE.,60616
T1776,1776,ELSTON EIGHTEEN LLC,3351 W. ADDISON AVE.,60618
T4841,4841,ORE-OLUWA LLC,5412 N. CHRISTIANA AVE.,60625
T2767,2767,SEYED M. BADRI,510 W. BELMONT AVE.,60657
T1482,1482,DR KIM CAB CO,4626 W. CORNELIA AVE.,60641
T6238,6238,TERRA TAXI INC.,6500 N. WESTERN AVE.,60645
T1257,1257,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,60656
T4665,4665,4665 TAXI INC.,2601 W. PETERSON AVE.,60659
T4212,4212,SUSU TAXI INC,3351 W. ADDISON ST.,60618
T5553,5553,BROWN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T5024,5024,"MIRKO TRANS, INC.",4240 N. KEYSTONE AVE.,60641
T1227,1227,J J CHICAGO INC,4626 W. CORNELIA AVE.,60641
T6450,6450,SOLOMON MANSON,1463 W. VICTORIA ST.,60660
T1370,1370,KARAM CORP,3351 W. ADDISON ST.,60618
T4089,4089,ACROSS THE TOWN CAB CORP,4536 N. ELSTON AVE.,60630
T5997,5997,AW SERVICES INC,6230 N. TALMAN AVE.,60659
T2447,2447,ROZY TAXI CAB INC,3700 S. ASHLAND AVE.,60609
T5569,5569,N.S.S. CAB CORPORATION,3351 W. ADDISON ST.,60618
T73,73,BEBE VICTOR INC,3351 W. ADDISON ST.,60618
T3360,3360,MEHDEVIA INC,3351 W. ADDISON ST.,60618
T2034,2034,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,60656
T2817,2817,AMIR DAOOD,6827 NW. OAKLEY AVE.,60645
T6176,6176,VOYAGER CORP,5416 N. BROADWAY,60640
T2721,2721,WIL-MAR CAB CO,9696 W. FOSTER AVE.,60657
T5728,5728,RIVERSIDE CAB CORP,9696 W. FOSTER AVE.,60656
T151,151,SAH CAB CORP.,9696 W. FOSTER AVE.,60656
T3780,3780,CITY TAXI INC.,4536 N. ELSTON AVE.,60630
T5413,5413,MELIJAH INC.,4118 W. LAWRENCE AVE.,60630
T6061,6061,J & I CAB CORP,2617 S. WABASH AVE.,60616
T1786,1786,ELSTON EIGHTEEN LLC,3351 W. ADDISON AVE.,60618
T5733,5733,TRUEDREAM MALAK TRANS INC,4020 W. GLENLAKE AVE.,60646
T1078,1078,MAM CAB CO,3351 W. ADDISON ST.,60618
T2948,2948,GLED CAB CO,3351 W. ADDISON ST.,60618
T132,132,DRINA INC.,2601 W. PETERSON AVE.,60659
T5060,5060,ASMARA CAB CO,4626 W. CORNELIA AVE.,60641
T4819,4819,EASY TRAVEL INC,3351 W. ADDISON ST.,60618
T6286,6286,Z & Z CAB INC,3351 W. ADDISON ST.,60618
T4267,4267,ANDAS CORPORATION,4626 W. CORNELIA AVE.,60641
T4576,4576,P.J.K.C. INC.,4626 W. CORNELIA AVE.,60641
T6937,6937,FAISALABAD INC.,9696 W. FOSTER AVE.,60656
T4858,4858,SEVEN BROTHERS  ENTERPRISES INC.,5 W. FOSTER AVE.,60656
T3279,3279,SKY HIGH TRADING CORP.,3351 W. ADDISON ST.,60618
T2030,2030,CHICAGO CAB CORP.,2945 W. PETERSON AVE.,60659
T1859,1859,HNA 4 CORP,2532 W. WARREN BLVD.,60612
T137,137,MCCAB VI CORP.,4626 W. CORNELIA AVE.,60641
T4767,4767,SHIPKA CAB CO,3351 W. ADDISON ST.,60618
T5304,5304,ABDELKADER BOUABDALLAOUI,5242 W. MONTROSE AVE.,60641
T1444,1444,BADJILMA TOMBOOUDA,6105 N. WOLCOTT AVE.,60660
T2367,2367,NEXTGEN TAXI I INC,9696 W. FOSTER AVE.,60656
T2,2,YC1 LLC,3351 W. ADDISON ST.,60618
T4716,4716,SUMAR INC,3351 W. ADDISON ST.,60618
T4346,4346,GILL CAB COMPANY,3351 W. ADDISON ST.,60618
T594,594,CHIEF TAXI CO.,3351 W. ADDISON ST.,60618
T586,586,CASBAH CAB COMPANY,3351 W. ADDISON ST.,60618
T3837,3837,JIN CAB CO,4626 W. CORNELIA AVE.,60641
T6642,6642,RAHEJA CORP.,2532 W. WARREN BLVD.,60612
T3339,3339,SETARE 2 INC,2945 W. PETERSON AVE.,60659
T5630,5630,PATHFINDER CORP,2601 W. PETERSON AVE.,60659
T1861,1861,A1- HUSSAIN EXPRESS INC,2601 W. PETERSON AVE.,60659
T392,392,MCCAB XI CORP.,4626 W. CORNELIA AVE.,60641
T5927,5927,"KIKI TRANS, INC.",2601 W. PETERSON AVE.,60659
T5359,5359,ASSYRIAN TRANS INC,2601 W. PETERSON AVE.,60659
T174,174,MR. TAXI INC.,3351 W. ADDISON ST.,60618
