account,ward,aid,business,address,zip
31324,21,NaN,Three Sisters Boutique,1206 W 82ND ST,60620
313245,2,NaN,MKS MANAGEMENT INC,200 E WALTON PL 1ST 4,60611
313294,40,775,BRYN MAWR & KEDZIE BP,5547 N KEDZIE AVE,60625
313316,1,NaN,"RAVENSWOOD EQUITIES, LLC",1710 N WESTERN AVE,60647
313337,2,NaN,PIPER'S ALLEY,1608 N WELLS ST 1,60614
31334,25,NaN,UNIRR,1620 W 18TH ST 2ND,60608
313341,10,NaN,BUBBLELAND,9108 S COMMERCIAL AVE STOREFRONT 1,60617
313354,3,775,PAPPY'S TOCOS,250 W 47TH ST,60609
313409,45,NaN,ILLINOIS NAILS,5910 W LAWRENCE AVE 1,60630
313430,49,NaN,ROGERS PARK VINTAGE MANAGEMENT LLC,1443 W JARVIS AVE 1ST 1,60626
313440,20,NaN,SAMS GAS,5101 S HALSTED ST,60609
31345,42,NaN,CREATIVE MARKETING COMM,980 N MICHIGAN AVE # 1400,60611
313471,33,NaN,MONTROSE-KIMBALL FINANCIAL CENTER INC.,3354 W MONTROSE AVE 1ST 1,60618
313557,21,763,SUTTON OPARE,8058 S RACINE AVE,60620
313561,11,NaN,TOPSPEED AUTOSPORT,2879 S ARCHER AVE 1,60608
313571,29,NaN,GREAT CLIPS,1807 N HARLEM AVE,60707
313641,42,638,HILTON GARDEN INN - CHICAGO,"10 E GRAND AVE 1, 12-25",60611
313658,14,NaN,MY QUINCE WORLD,4854 S PULASKI RD 1 1,60632
313667,35,775,DRAKE QUICK MART,3524 W MONTROSE AVE STOREFRONT 1ST,60618
313687,27,864,"JOHN R. MORREALE, INC","820 W FULTON MARKET  1,2,3 & 4",60607
313709,14,904 | 895 | 894,EXCEPTIONAL HAIR SALON,3002 W 59TH ST 1ST B,60629
313787,43,NaN,BELDEN CLEANERS,2300 N LINCOLN PARK WEST  BASEMENT A2,60614
31379,45,NaN,CUT- TO- SIZE,5540 N LONG AVE 1ST,60630
313828,50,NaN,PAUL M. MATSUSHIMA,2092 W ESTES AVE,60645
313864,42,NaN,"GERARDS PERSONAL CHEF, LLC",200 N JEFFERSON ST 15 1506,60661
313865,42,NaN,SULLIVAN REPORTING CO.,2 N LA SALLE ST 16 1615,60602
313877,11,NaN,"TREJO'S IRON WORKS, INC.",3701 S ASHLAND AVE 1ST,60609
31390,33,NaN,FLORAL BAZAAR,2960 W BELMONT AVE 1ST,60618
313933,29,NaN,ISIS HAIR SALON,5812 W NORTH AVE,60639
313979,1,NaN,PINKY NAIL STUDIO,1624 W DIVISION ST 1,60622
314004,9,NaN,DOLLAR & UP STORE,425 E 111TH ST 1ST,60628
314023,5,775,BONJOUR BAKERY,1550 E 55TH ST,60615
314092,43,NaN,K. AMATO DESIGNS,1229 W DIVERSEY PKWY,60614
314114,42,NaN,"INTEGRYS ENERGY GROUP, INC.",130 E RANDOLPH ST 18TH 1800,60601
314119,12,763,SHELL,3501 S DAMEN AVE,60609
314139,21,NaN,AB APARTMENT RENTAL SERVICES,8613 S ASHLAND AVE 1,60620
314141,11,NaN,AMIBERICA INC.,3701 S ASHLAND AVE 1 & 2 & 3 1,60609
314151,42,NaN,"BIOVERDA US HOLDINGS, LLC",1 S DEARBORN ST  800,60603
314183,49,NaN,MIKE'S NEIGHBORHOOD GROCERIES,1744 W ESTES AVE 1,60626
314228,2,775,ETTA,1840-1842 W NORTH AVE 1,60622
31423,48,NaN,ZIRLIN INTERIORS INC,5540 N BROADWAY  1ST,60640
314243,2,NaN,MIDAN MARKETING,1529 W ARMITAGE AVE  202,60622
314279,25,NaN,Kiosk Operations #7967,1101 W JACKSON BLVD 1,60607
314381,4,NaN,SPIN CYCLE,1400 E 47TH DR,60653
31443,47,NaN,GREEN BRIAR PHARMACY,4345 N WESTERN AVE,60618
314459,12,NaN,PARAISO ELECTRONICO,4100 S ASHLAND AVE  86-89,60609
314484,14,NaN,"BAUTISTA CONCRETE, INC.",3052 W 54TH PL 1ST FLOOR 1,60632
3145,39,NaN,ALLENDORFER ROOFING CO INC,4623 N PULASKI RD,60630
314514,42,NaN,"TRUSTWAVE HOLDINGS, INC","70 W MADISON ST 4,6,7 600",60602
314515,16,775,SUBWAY,6230 S ASHLAND AVE 1,60636
314540,25,NaN,"REY'S WATER & SEWER, INC.",2022 S LOOMIS ST 2,60608
314576,36,929,TOP LINE FENCE COMPANY,2130 N CICERO AVE 1,60639
314654,27,NaN,H2O NAIL AND SPA,865 N LARRABEE ST 1,60610
314687,42,775,HAMPTON INN AND HOMEWOOD SUITES CHICAGODOWNTOW...,150-160 E HURON ST,60611
314785,1,775,MEXIQUE,1529 W CHICAGO AVE,60642
314795,40,724,"PATERNOGROUP, LLC",5346 N ASHLAND AVE BASEMENT 1ST,60640
31480,44,829,SHEFFIELD BEER & WINE GARDEN,3256-3258 N SHEFFIELD AVE 1,60657
314839,37,NaN,"HIGH EFFICIENCY PROFESSIONAL ABATEMENT, INC.",4501 W CORTEZ ST 1ST 1,60651
314890,42,638,SALSERIA GRILL & CANTINA,233 S WACKER DR  2,60606
314944,11,NaN,FRANCONELLO'S RESTAURANT,1301 S HALSTED ST 1,60607
31496,39,NaN,M GOTTLIEB ASSOCIATES INC,6009 N MILWAUKEE AVE,60646
314992,42,814,Mediterrean Cuisine /Thai Wild Ginger,50 W WASHINGTON ST,60602
31500,14,NaN,"TROY TAP, INC.",4600 S TROY ST  1,60632
31503,19,NaN,QUICKPRINT,3752 W 111TH ST  1,60655
315107,14,775,DUNKIN DONUTS,4453 S ARCHER AVE 1,60632
315124,2,NaN,REGUS MANAGEMENT GROUP LLC.,875 N MICHIGAN AVE 31ST,60611
31516,15,781,BAMBI,2051 W 47TH ST 1ST,60609
315199,42,NaN,U.S. MESSENGER,77 W WACKER DR BASEMENT,60601
315215,47,724,THRED PARTNERS,3625 N SEELEY AVE,60618
315275,42,NaN,"MANAGEMENT ZONE,INC.",630 N STATE ST 22 2205,60610
315324,42,717,SOUTH LOOP WINE CELLAR,50 W WASHINGTON ST,60602
315360,27,NaN,"METALCO, INC.",700 N GREEN ST 3 306,60642
315422,2,NaN,"DELAWARE PLACE MRI, LLC",33 W DELAWARE PL 1ST 1,60610
315429,25,NaN,COLOR ME HAIR SALON,1011 W 18TH ST 1ST FLOOR 1,60608
315430,42,638,D4 IRISH PUB & CAFE,345 E OHIO ST 1,60611
315470,12,NaN,SALEH SALES,4100 S ASHLAND AVE 1ST 841,60609
315472,42,NaN,ASTON ASSET MANAGEMENT LLC,120 N LA SALLE ST 25TH FLOOR 2500,60602
315491,45,NaN,"G & G KRAFTBUILD, INC.",5417 N MOODY AVE,60630
315522,3,648,HAPPY CLEANERS II,1600 S INDIANA AVE 1ST,60616
315535,20,NaN,CHRISTIAN FIELDS STYLE BAR,6550 S COTTAGE GROVE AVE 1ST,60637
315574,1,NaN,S&R HOME IMPROVEMENT,1756 W HURON ST 1ST FLOOR 1ST,60622
315594,35,NaN,NUEVO ESTILO BEAUTY SALON,2350 N PULASKI RD,60639
31561,46,720,HOWARD BROWN HEALTH CENTER,4025 N SHERIDAN RD,60613
31563,26,NaN,VIVA,2516 W DIVISION ST 1 #,60622
315644,31,775,SNACK INNOVATION,2655 N LARAMIE AVE 1ST,60639
315678,18,NaN,ALESSANDRA BRIDAL & TUXEDO,8337 S PULASKI RD 1,60652
315679,12,796,PALETERIA AZTECA #2,3119 W CERMAK RD 1ST CART 26,60623
3157,25,864,STRUBE CELERY & VEG. CO,2404 S WOLCOTT AVE,60608
315728,25,943,BENNY'S PIZZA,1200 W 18TH ST,60608
31574,10,NaN,ULTRANIC SERVICES INC,9500 S YATES AVE 1ST,60617
31580,11,NaN,VANEK BROTHERS TRUCKING CO,3920 S LOOMIS ST  1ST,60609
31581,28,NaN,BUY & FLY,3944 W MADISON ST  1,60624
31582,43,NaN,PARAMOUNT HOMES,2731 N LINCOLN AVE,60614
31586,44,NaN,CLEANED IN THE USA INC,949 W WELLINGTON AVE  1ST,60657
315884,47,638,O'SHAUGHNESSY'S PUBLIC HOUSE,4557 N RAVENSWOOD AVE 1,60640
315904,15,NaN,FREDERICK L. JAMES,6612 S WINCHESTER AVE,60636
315918,3,NaN,CAROL A. BURNETT,4747 S DR MARTIN LUTHER KING JR DR 9 902,60615
315924,37,775,MARATHON,5335 W CHICAGO AVE 1ST,60651
315925,7,763,AMSTAR FUEL & MINI MART,8903 S SOUTH CHICAGO AVE 1ST,60617
315973,31,775,SUBWAY,4640 W DIVERSEY AVE 1 A,60639
315989,27,NaN,THE STONE AND METAL GROUP LLC,1242 W WASHINGTON BLVD,60607
31602,37,NaN,PEREZ NICOLASA & NICOLAS PEREZ,4545 W DIVISION ST 1ST,60651
316036,38,NaN,DAREX HEATING & COOLING INC.,3800 N NORDICA AVE 2ND,60634
316091,40,NaN,BELLA'S LAUNDRY,5602 N CLARK ST,60660
31610,38,NaN,LORETTA M MATHEIS,4455 N LINDER AVE 2ND,60630
316101,9,NaN,LFB DRYWALL & COMPANY,342 E 116TH ST,60628
316104,6,763,SAMBO'S,7059 S INDIANA AVE 1,60637
316131,50,763,"ALNAHREIN MEAT, INC.",3046 W DEVON AVE 1ST 1,60659
316149,41,NaN,"LOVING HANDS HOSPICE, INC.",6535 N OLMSTED AVE 1ST 150,60631
31616,43,784,PASTA CUCINA,2461 N LINCOLN AVE,60614
316166,28,NaN,"DANGIOS FINE ART, INC.",3050 W TAYLOR ST 1ST,60612
316194,16,763,PREMIUM FOOD & LIQUOR,2432-2434 W 63RD ST 1,60629
3162,27,864,AMITY PACKING CO INC,210 N GREEN ST,60607
316203,35,775,PUNTA CANA RESTAURANT INC.,2200 N KIMBALL AVE 1 1,60647
316277,41,NaN,GROUND SERVICES INTERNATIONAL INCORPORATED,11601 W TOUHY AVE  TERM 5,60666
31629,15,NaN,"EL NOCHESLENZE, INC.",4622 S WESTERN AVE 1ST,60609
316442,37,NaN,"MIDWEST WOODWORKING, INC.",1961 N LATROBE AVE 1ST 1,60639
316443,33,804,SUNDAY DINNER,3361 N ELSTON AVE  1S,60618
316459,25,703,"STEFANI PREMIUM FOOD PRODUCTS, LLC",1033 W VAN BUREN ST 5TH,60607
316466,8,NaN,"DEDICATED LOGISTICS,  INC.",1550 E 98TH PL 1ST,60628
316472,41,NaN,BUILDING REAL ESTATE & INVESTMENT CORP,7243 W TOUHY AVE 2ND,60631
316510,11,NaN,NG FAMILY MARTIAL ARTS,2515 S ARCHER AVE 1ST,60608
316538,27,NaN,STRUCTURE MANAGEMENT MIDWEST,908 N HALSTED ST 1,60622
316575,28,NaN,HENRY GENERAL MERCHANDISE,1118 S WESTERN AVE 1ST,60612
316586,42,NaN,RYAN PARTNERSHIP INC,325 N LA SALLE ST  775,60610
3166,11,864,GREAT WESTERN BEEF CO,4044 S HALSTED ST,60609
316605,47,767,Savvy Seconds Inc.,1748 W LAWRENCE AVE 1ST,60640
31664,32,829,LEMMINGS,1850 N DAMEN AVE 1ST,60647
316674,42,NaN,"INTERIOR INVESTMENTS, L.L.C.",205 W WACKER DR 17 1700,60606
316697,36,NaN,MULTI SERVICE INC.,5409 W ADDISON ST,60641
316733,21,724,L & O EXPRESS COURIER,9613 S YALE AVE,60628
316765,11,NaN,"T & B, LTD.",4450 S MORGAN ST 1,60609
31680,36,NaN,JAMES D ECKERLING ANTIQUES,6324 W EDDY ST,60634
316824,36,NaN,C&E DISABILITY REPRESENTATIVE INC.,4501 W ARMITAGE AVE 1 1,60639
316879,12,814,Antonia Alcorchas,2700 S ROCKWELL ST,60608
3169,26,774,EDDIE & SON FOOD &LIQ.,3624 W NORTH AVE,60647
316916,11,775,PLEASANT HOUSE PUB,2119 S HALSTED ST BSMT & 1ST FLOOR,60608
317002,42,638,LASALLE POWER CO. / HEART AND SOUL,500 N LA SALLE DR,60610
317017,6,NaN,ROSEBUD CREATIONS,448 E 75TH ST 1ST,60619
317067,42,NaN,"CRISJON FINE JEWELRY, INC.",5 S WABASH AVE 13TH 1312,60603
317082,42,775,CRUNCH FITNESS,38 E GRAND AVE BSMT LWR LVL,60611
317178,9,NaN,KHADIJAH AL-NURRIDIN,139 E 115TH ST,60628
317184,48,NaN,BRIAN V. COOVER,6161 N WINTHROP AVE  401,60660
317197,2,NaN,BEST PRICE CLEANERS,1212 N WELLS ST 1,60610
317211,49,814,Los Portales,6900 N GLENWOOD AVE,60626
31723,38,NaN,GALLERY OF HAIR INC,6500 W IRVING PARK RD 1ST,60634
317256,29,NaN,TAMIKA MOORE,5318 W HARRISON ST,60644
31726,7,NaN,KENYATTA'S DAYCARE,2334 E 75TH ST,60649
317264,23,775,ARCHER SHELL,6434 W ARCHER AVE 1ST,60638
317321,48,NaN,"BEE TATTOO, INC.",5149 N BROADWAY  1ST,60640
317348,43,942,CHURCH OF THE THREE CROSSES,333 W WISCONSIN ST,60614
317356,26,829,"TRIER LAD'S, INC.",4010 W ARMITAGE AVE,60639
317369,36,763,BELMONT SHELL,6400 W BELMONT AVE,60634
31737,45,NaN,GRYZIK ROOFING,5462 N ELSTON AVE 1ST,60630
317381,42,676,HOLIDAY INN EXPRESS MAG MILE CASS,640 N WABASH AVE 1-16,60611
317384,42,737,GC CONSULTING LLC,120 W MADISON ST 3 310,60602
31749,44,NaN,#1 GYM,3055 N SHEFFIELD AVE 1ST,60657
317511,33,NaN,"HEARTBASE,INC.",3723 N ELSTON AVE 1 1N,60618
317537,48,724,AMY TRAGER,5552 N BROADWAY  3RD 3R,60640
317551,42,638,"LAMADIA - ART OF PIZZA, LOVE OF WINE",59 W GRAND AVE,60610
317556,32,724,"BIG PICTURE MARKETING, INC.",2146 N CLAREMONT AVE 2,60647
317586,44,NaN,CERULEAN I,3657 N SOUTHPORT AVE,60613
31759,8,NaN,D SCOTT & ASSOCIATES,1043 E 95TH ST  1,60619
317632,42,720,THE CHICAGO SCHOLARS FOUNDATION,55 E JACKSON BLVD 10TH 1010,60604
317658,36,775,DUNKIN DONUTS BASKIN ROBBINS,5050 W GRAND AVE 1ST,60639
31769,2,775,25 DEGREES,736 N CLARK ST,60610
317719,45,895,NAIL EXPERTS,4841 N MILWAUKEE AVE 1ST,60630
317725,26,617,"EXPRESS BOARD UP SERVICE, INC.",3801 W NORTH AVE 1,60647
317731,3,NaN,"CORDELL D. BREWER, SR.",4214 S MICHIGAN AVE  1,60653
317827,25,673,ATHENA DESIGN GROUP,1882 S NORMAL AVE 2,60616
317861,5,NaN,6/5/10 - 6/6/10 COMMUNITY ART FAIR,5700 S KENWOOD AVE,60637
317868,49,775,"LOYOLA FOOD  MART, INC.",1200 W LOYOLA AVE 1ST,60626
317904,27,723,8/24/13 - 8/25/13 Randolph Street Market,1350 W WASHINGTON BLVD,60607
317926,12,NaN,SARAI'S SILVER JEWELRY,4100 S ASHLAND AVE  #205-206,60609
31799,4,NaN,BASIA HAIR DESIGN AND SPA,720 S MICHIGAN AVE 1ST,60605
318,43,638,KINGSTON MINES,2548-2550 N HALSTED ST,60614
3180,35,NaN,ELSTON AUTO REBUILDERS INC,3809 N ELSTON AVE,60618
318009,39,814,Schmeisser Meats & Sausage,4550 W LELAND AVE,60630
318014,42,775,SUBWAY,150 N MICHIGAN AVE 1,60601
318030,42,814,LEE CONCESSIONS,500 S COLUMBUS DR,60605
318032,42,814,Suzie's Fun Foods,711 W MONROE ST,60661
318034,43,814,Greek Delights,2400 N LINCOLN AVE,60614
318042,23,NaN,MARIA DE JESUS ANTONIO,3503 W 65TH PL,60629
318063,44,814,Chicago Classics,3600 N SHEFFIELD AVE,60613
318064,5,942,Gourmet Delights,5631 S KIMBARK AVE,60637
318094,37,NaN,CABINET SHOP,4242 W DIVISION ST 1ST,60651
3181,27,814,STAR OF SIAM,1501 W RANDOLPH ST,60607
318118,4,723,ARTWORKS CHICAGO,3801-3857 S DR MARTIN LUTHER KING JR DR,60653
31813,2,NaN,PLANNED PARENTHOOD/CHICAGO AREA,1152 N MILWAUKEE AVE,60642
318164,31,NaN,VERA'S HOUSE CLEANING SERVICE,2846 N LOTUS AVE BASEMENT,60641
318193,28,781,SUBWAY 47512,1014 S WESTERN AVE 1 G,60612
318232,23,NaN,TACTICAL HELP,5635 W 55TH ST 2,60638
31824,35,713,J C AUTOMOTIVE SOUNDS/ALARMS,3725 W FULLERTON AVE  1,60647
318257,8,602,AGORA COMMUNITY SERVICES CORPORATION NFP,1831 E 79TH ST,60649
318259,14,NaN,CAR CARE,5103 S ARCHER AVE 1,60632
318294,42,904,AMERICA'S BEST CONTACTS & EYEGLASSES,214 S WABASH AVE 1,60604
318309,2,775,LA BROCHETTE RESTAURANT,1401 N ASHLAND AVE,60622
31836,32,NaN,LINDA CRUZ,2437 N SAWYER AVE 1ST,60647
31837,27,NaN,MILLER'S EUREKA INC,2121 W HUBBARD ST 1ST,60612
31839,19,673,SAMANCO CONSTRUCTION LTD,11109 S ST LOUIS AVE  1ST,60655
31856,9,NaN,MBA,9122 S MICHIGAN AVE 1ST,60619
31864,42,894,OTERO'S BARBER & SPA,21 S CLARK ST  L LVL,60603
3187,44,NaN,SPORTS AUTHORITY,3134 N CLARK ST,60657
318776,15,814,Janice Jemison,1600 W 47TH ST,60609
318790,20,814,Teresa Marcial,6300 S HALSTED ST,60621
318818,25,708,"Urban GIS, Inc.",1143 W RUNDELL PL 3 301,60607
318924,42,NaN,"LOU BERES & ASSOCIATES, INC.",444 N MICHIGAN AVE 7 710,60611
3190,25,775,CARNICERIA MARIBEL INC,1801 W CERMAK RD,60608
319024,16,774,EXTRA VALUE FOOD & LIQUOR,6257 S ASHLAND AVE 1,60636
319156,42,NaN,PLUS ONE HOLDINGS,71 S WACKER DR 2ND,60606
31923,14,NaN,ACE PLATING CO,3433 W 48TH PL 1ST,60632
319254,42,NaN,PRESTIGE STAFFING,105 W ADAMS ST  1410,60603
319267,42,638,"900 HOTEL VENTURE, LLC / DBA FOUR SEASONS HOTE...",120 E DELAWARE PL 1,60611
319268,2,NaN,RITZ- CARLTON WATER TOWER,160 E PEARSON ST 12,60611
319269,46,763,BEST BUY FOOD MART,3934 N SHERIDAN RD 1ST,60613
319389,48,NaN,BDO REMIT,5845 N CLARK ST 1ST,60660
319400,2,942,ANNUCIATION GREEK ORTHODOX CHURCH,1017 N LA SALLE DR,60610
319410,43,638,THE KENNISON,1800 N LINCOLN AVE 1,60614
319445,16,666,CITGO,5901 S ASHLAND AVE 1ST,60636
319539,39,NaN,BRAINY BOULEVARD DAYCARE,3342 W BRYN MAWR AVE 1ST FLOOR 1,60659
319554,30,712,"AA TEMPO AUTO, INC.",3429-3431 N PULASKI RD 1ST,60641
319598,27,NaN,FLOWERPETAL.COM,2140 W FULTON ST 1 I,60612
31960,49,NaN,DUKE'S HIDEAWAY,6920 N GLENWOOD AVE 1ST,60626
31964,14,NaN,"EVE & VIC CLEANING SERVICES, INC.",5770 S ARCHER AVE 1ST,60638
319723,25,814,Baba Pita,1800 S LOOMIS ST,60608
31980,45,823,FAIRYLAND NURSERY SCHOOL INC,4350 N MILWAUKEE AVE 1ST,60641
31982,50,774,J.J. PEPPERS FOOD STORE #1,6740 N RIDGE BLVD 1ST,60626
319822,11,NaN,ZAP PROPS,3611 S LOOMIS PL,60609
319841,43,814,Bo's Concessions,2500 N LINCOLN AVE,60614
319842,6,894,STEPHA AFRICAN HAIR BRAIDING,347 E 79TH ST 1ST,60619
319886,42,635,JACOBSON EXECUTIVE SEARCH,30 W MONROE ST 15TH,60603
3199,43,829,RED LION PUB,2446 N LINCOLN AVE 1,60614
319959,48,NaN,USA MART INC,5949 N BROADWAY  1ST,60660
319960,50,NaN,CLEANERS WAREHOUSE,7300 N WESTERN AVE 1ST,60645
320,30,NaN,BELFORD TAVERN INC,3200 N PULASKI RD,60641
32001,42,732,T. N. DONNELLY AND COMPANY,29 E MADISON ST 18TH,60602
320022,12,NaN,FRESH KICKZ,3346-3348 W 26TH ST 1ST,60623
320040,27,814,Bombay Station,1501 W RANDOLPH ST,60607
320067,30,NaN,CUENCAMEX,3642 W BELMONT AVE 1,60618
320092,42,NaN,"955 GRAND ADVENTURES, LLC",209 W OHIO ST,60610
320095,11,864,MIDWEST FOOD SERVICES CORP,1001 W 45TH ST,60609
320104,27,NaN,KING AUTO REPAIR & BODY SHOP,2120 W LAKE ST,60612
320109,4,NaN,"ALTASTAFF, LLC",53 W JACKSON BLVD 10 1028,60604
32011,11,NaN,UNICHEM CORPORATION,1201 W 37TH ST 1ST,60609
320118,4,NaN,NORTH KENWOOD DAY CARE CENTER,516-518 E 43RD ST 1ST,60653
32016,36,NaN,LINCOLN TOWING SERVICE,4601 W ARMITAGE AVE  1ST,60639
320174,48,NaN,"NEW BRYN MAWR ""L"" CURRENCY EXCHANGE, INC.",5605 N BROADWAY  1ST FLOOR 1,60660
320205,4,775,SAM'S WINES & SPIRITS,1147-1157 S WABASH AVE 1,60605
32025,42,NaN,"RODRIGUEZ AND ASSOCIATES, INC.",65 E WACKER DR 15TH 1501,60601
32033,19,NaN,"PAPER & MORE, INC.",1805  -01809 W 95TH ST 1ST,60643
320366,3,NaN,JOHN HOWELL,1830 S CALUMET AVE 1 F,60616
320371,21,775,LOVE DEM RIBS,9044 S ASHLAND AVE 1ST,60620
320378,12,814,Raymond Enriquez Booths 1 & 2,2700 S ROCKWELL ST,60608
320401,1,NaN,"HALLOWEEN, U.S.A.",2606 N ELSTON AVE 1ST,60647
32042,49,769,MAMADOU GUEYE,1634 W NORTH SHORE AVE  3,60626
320436,20,NaN,ADLE ABDEL UMAR,4801 S LOOMIS BLVD 2ND FLOOR 2,60609
320509,42,775,AMALFI HOTEL,20 W KINZIE ST 1-6,60610
320537,42,NaN,HFR ASSET MANAGEMENT LLC.,10 S RIVERSIDE PLZ  700,60606
320569,2,NaN,33 CLEANERS,33 W DELAWARE PL 1,60610
320575,7,NaN,GERALDINE Mc CLINTON,10106 S HOXIE AVE 1ST,60617
320608,42,NaN,ASSOCIATION FORUM OF CHICAGOLAND,10 S RIVERSIDE PLZ 8TH 800,60606
32063,29,NaN,ANNABELLA,3320 N HARLEM AVE 1ST,60634
320683,4,911,USED TO LOVE HER,427 S DEARBORN ST 1,60605
320685,25,NaN,EL ALAMO,2053-57 W 18TH ST 1,60608
32071,44,NaN,GIBSON COUTURE CLEANERS INC,3432 N SOUTHPORT AVE 1ST,60657
32073,40,785,JACKHAMMER,6406 N CLARK ST 1ST,60626
320774,16,775,MARATHON FOOD MART,6124 S ASHLAND AVE 1,60636
32078,42,703,ASHCRAFT RESEARCH,333 N MICHIGAN AVE 6TH 601,60601
320810,14,814,SAINT RICHARD PARISH KITCHEN,5030 S KOSTNER AVE,60632
320845,29,NaN,"W.E.D. TAX & ACCOUNTING SERVICES, INC.",5629 W MADISON ST 1ST FLOOR 1,60644
32088,37,NaN,WESTSIDE HOLISTIC FAMILY CTR,4909 W DIVISION ST 1ST,60651
320889,45,NaN,LAMISTAR TECHNOLOGY CORP,4962 N MILWAUKEE AVE 1ST C1,60630
32093,8,NaN,D & J CAR CARE CORPORATION,8701 S COTTAGE GROVE AVE 1ST,60619
32101,42,638,MACY'S,111 N STATE ST,60602
32108,31,NaN,MARGOLIN SHOES,2701 N KILDARE AVE,60639
321105,19,774,7-ELEVEN #33920A,3152 W 111TH ST,60655
321118,46,895,CHICAGO NAILS & SPA,4547 N BROADWAY  1ST,60640
321150,45,929,SLIDEMATICS PRODUCTS CO.,4520 W ADDISON ST 1,60641
321251,42,NaN,C. R. I. DEVELOPMENT,520 N KINGSBURY ST 34 3401,60654
32126,40,NaN,JUNIOR DENTAL LABORTORY,2408 W ARDMORE AVE 1ST,60659
32129,31,NaN,CONTINENTAL WINDOW & GLASS,4311 W BELMONT AVE 1ST,60641
321311,33,775,MARKELLOS BAKERY,3520 W LAWRENCE AVE 1,60625
321342,24,NaN,16TH ST FOOD MART,3614 W 16TH ST 1ST,60623
32147,38,NaN,BARBARA'S SALON,8301 W IRVING PARK RD,60634
321524,16,NaN,ROSALES HEATING & AIR,5724 S MOZART ST 1,60629
321539,44,NaN,SKINSTINCT,3343 N BROADWAY  1ST,60657
32156,40,NaN,HAIR NEWS,5792 N LINCOLN AVE 1ST,60659
321569,2,904,COSMOPROF,2121 N CLYBOURN AVE 1ST,60614
321571,27,NaN,"1ST STOP FASHION, INC",3745 W CHICAGO AVE 1ST,60651
321580,10,814,PETE JOHNS  (BOOTH 2 ),11128 S AVENUE G,60617
32171,30,NaN,PRISM OPTICS INC,3594 N MILWAUKEE AVE 1ST,60641
321753,27,NaN,"Source and Design, Inc.",1821 W HUBBARD ST 3 303,60622
321761,47,724,AZAMBA CONSULTING GROUP,2148 W CUYLER AVE,60618
321803,2,904,BELLA BRIDESMAID,1 E DELAWARE PL 2ND 200,60611
321804,37,929 | 708 | 602,HABITAT SURFACES & EDGES,4835 W GRAND AVE 1ST,60639
321898,21,NaN,DANA BEAUTY SUPPLY,8147 S RACINE AVE 1ST B,60620
321903,6,NaN,CANIK'S,225 E 79TH ST 1ST,60619
321915,21,775,SUBWAY,9518 S HALSTED ST 1ST,60628
321927,20,NaN,TOO AGE GRACEFULLY L.L.C.,6437 S YALE AVE 1ST 1,60621
321942,42,NaN,THE HALLSTAR COMPANY,120 S RIVERSIDE PLZ 16TH 1620,60606
321952,33,NaN,VISCERAL DANCE CHICAGO,2820 N ELSTON AVE 1ST,60618
322012,42,NaN,CONTINENTAL MANAGEMENT CONSULTING,505 N LAKE SHORE DR 54 5409,60611
322028,39,724,TEXTILE CLEANING SYSTEM,4990 N KILPATRICK AVE 1ST,60630
322043,25,NaN,PAULA RAMIREZ,2224 W 21ST ST 1ST FLOOR 1ST,60608
322075,29,775,FILIPPO CAFE CORP.,2749 N HARLEM AVE,60707
32208,11,NaN,CHICAGO GLASS CO INC,733 W 47TH ST 1ST,60609
322106,3,775,LIANG'S KITCHEN,2109 S WABASH AVE 1 G,60616
322115,41,NaN,9/25/11 Kelly Miller Circus,5900 N NINA AVE,60631
322128,20,774,"NEW KENWOOD FOOD & LIQUOR, INC.",5859 S HALSTED ST 1,60621
322138,39,775,"NEW BANPOJUNG, INC.",3450 W FOSTER AVE 1ST,60625
32228,45,NaN,FANTASTIC LETTERING,5644 W LAWRENCE AVE 1ST,60630
322313,40,784,THE BRIXTON,5420 N CLARK ST 1 & 2,60640
322319,42,703,DATASSENTIAL RESEARCH,18 S MICHIGAN AVE 9TH,60603
322383,14,NaN,MICRO-TECHNOLOGIES INC.,4628 S KEDZIE AVE 1ST,60632
322396,9,NaN,"BP CELLULAR, INC.",8701 S STATE ST 1ST,60619
322399,42,638,INTERCONTINENTAL HOTEL CHICAGO,505 N MICHIGAN AVE,60611
322420,47,NaN,EAST-WEST INTEGRATED MEDICINE,4101 N WESTERN AVE 1ST,60618
322449,45,763,7 - ELEVEN,5789 N MILWAUKEE AVE 1,60646
322479,42,NaN,TABLE XI PARTNERS LLC,328 S JEFFERSON ST 6TH 670,60661
32248,8,NaN,INSTITUTE OF POSITIVE EDUCATION,7823 S ELLIS AVE 1ST,60619
32249,26,NaN,PRONTO PRINTING SERV,4152 W NORTH AVE 1ST,60639
322493,42,638,BLACKSTONE HOTEL,636-638 S MICHIGAN AVE,60605
322543,2,NaN,"4415-23 N. CLARK, LLC",1361 W FULLERTON AVE 1ST,60614
322569,43,NaN,"ARGOS MULTILINGUAL, INC.",1634 N CLEVELAND AVE 1ST,60614
322576,22,NaN,MIMI FASHION,3554 W 26TH ST 1ST,60623
322622,16,775,BIRRIERIA Y TAQUERIA LOPEZ,2705 W 59TH ST 1ST,60629
322676,6,NaN,FOREVER FOCUS PHOTOGRAPHY,8207 S STATE ST 1 1,60619
3227,11,774,ALL STAR FOOD & LIQUORS,2911-2919 S ARCHER AVE,60608
