vid,make,model,year,fuel_type,owner
3055,TOYOTA,CAMRY,2014,HYBRID,KAROON BANNAPRADIST
601,FORD,ESCAPE,2011,HYBRID,SLSJETS III CAB CORP.
909,TOYOTA,CAMRY,2015,GASOLINE,KHALID BUTT INC
892,TOYOTA,CAMRY,2013,HYBRID,TRIANGLE TRANS INC
5982,TOYOTA,CAMRY,2014,HYBRID,PARAMJIT ENTERPRISES INC
5972,TOYOTA,PRIUS,2013,HYBRID,BAZZI CAB COMPANY
5474,TOYOTA,CAMRY,2015,HYBRID,PARIKH ENTERPRISES II INC
2824,TOYOTA,CAMRY,2017,GASOLINE,CHIGO-BENIN LLC
5540,TOYOTA,CAMRY,2012,HYBRID,BH & BH CORP.
3301,TOYOTA,PRIUS,2014,HYBRID,"TANAKA TRANS CORP., II"
6189,FORD,ESCAPE,2012,HYBRID,MILA AND MIKE INC
5777,TOYOTA,PRIUS,2015,HYBRID,CRYSTAL EXPRESS INC.
3756,TOYOTA,CAMRY,2013,HYBRID,IFYDA CAB CO
3411,TOYOTA,RAV4,2019,HYBRID,ROSAR CORPORATION
3543,TOYOTA,CAMRY,2014,HYBRID,ANDREW AND AUDREY CAB CORP.
6950,TOYOTA,CAMRY,2015,HYBRID,"CHIDUBEM, INC."
5778,TOYOTA,CAMRY,2016,HYBRID,SALSABIL INC.
1187,TOYOTA,CAMRY,2012,HYBRID,KA TAXICAB CO
5960,TOYOTA,CAMRY,2014,HYBRID,NBA TAXI INC II
3516,TOYOTA,PRIUS,2012,HYBRID,SANTORINI TAXI CO.
3532,TOYOTA,CAMRY,2014,HYBRID,JONATA CAB COMPANY
510,FORD,ESCAPE,2012,HYBRID,HENRY AND MASHA CHICAGO CORP.
2397,DODGE,CARAVAN,2016,GASOLINE,COFFEE TAXI LLC
5095,TOYOTA,CAMRY,2014,HYBRID,KALIM KHAN
5878,TOYOTA,PRIUS,2013,HYBRID,CHICAGO M & R CORP.
725,FORD,ESCAPE,2012,HYBRID,JZG TRANSIT CO.
2036,TOYOTA,CAMRY,2013,HYBRID,AWALE COMPANY
5075,TOYOTA,COROLLA,2020,GASOLINE,KHURD CAB CO
5466,TOYOTA,CAMRY,2016,HYBRID,LIVIA TRANS INC
6959,TOYOTA,SIENNA,2019,GASOLINE,JEEG CAB CORPORATION
2356,TOYOTA,PRIUS,2013,HYBRID,SHEZAN INC
942,TOYOTA,PRIUS,2012,HYBRID,"LEONARD CAB COMPANY, INC."
6632,TOYOTA,PRIUS,2014,HYBRID,ON THE GO CAB CO INC
4376,TOYOTA,CAMRY,2012,HYBRID,CHICAGO MEDALLION EIGHT LLC.
1135,TOYOTA,PRIUS,2012,HYBRID,HY LITE CAB CO
2418,VPG,MV-1,2014,GASOLINE,"TAXI MEDALLION GROUP, LLC - SERIES I"
6733,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC-SERIES 35
1320,TOYOTA,RAV4,2016,GASOLINE,"OSARETIN, INC."
5396,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLIONGROUP LLCSERIESXXIX
1960,FORD,ESCAPE,2012,HYBRID,AMPLE SUN CAB CORP.
493,FORD,FUSION,2014,HYBRID,CASTAWAYS CAB LTD
4655,TOYOTA,CAMRY,2017,HYBRID,"TIRONS, INC."
6429,TOYOTA,CAMRY,2016,HYBRID,YELLOWSTONE CAB CORP
2388,TOYOTA,CAMRY,2012,HYBRID,N R CAB CO
5022,TOYOTA,CAMRY,2014,HYBRID,EMANUEL SOMO
6523,TOYOTA,RAV4,2018,HYBRID,BAHABLA CORP
4489,TOYOTA,CAMRY,2011,HYBRID,MASKAB INC
5516,TOYOTA,CAMRY,2014,HYBRID,CHITOWN CAB INC #1
3249,NISSAN,NV200,2014,GASOLINE,STNY TAXI CORP.
3470,TOYOTA,RAV4,2017,HYBRID,FLAG CAB CORP.
4309,TOYOTA,PRIUS,2013,HYBRID,YMS TRANS INC.
6732,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC-SERIES 35
2625,TOYOTA,CAMRY,2014,HYBRID,C DORTCH INC
3267,TOYOTA,PRIUS,2014,HYBRID,POPO INC
5962,FORD,ESCAPE,2012,HYBRID,CHICAGO POLO VII INC.
3594,TOYOTA,CAMRY,2016,GASOLINE,"HOLGUER, INC"
6860,TOYOTA,SIENNA,2019,GASOLINE,ELBADAWI TRANS INC
2898,FORD,CROWN VICTORIA,2011,FLEX FUEL,2898 TAXI CO
2212,TOYOTA,PRIUS,2018,HYBRID,SOKL CAB CO
1759,DODGE,CARAVAN,2013,FLEX FUEL,1759 INC.
4616,TOYOTA,CAMRY,2013,HYBRID,SEAN CAB CO
6193,TOYOTA,SIENNA,2019,GASOLINE,AQRAMAR TAXI INC.
3599,TOYOTA,CAMRY,2014,HYBRID,POPO INC
3205,FORD,C-MAX,2014,HYBRID,MADISON CAB CORP.
5030,FORD,FUSION,2014,HYBRID,C.A.B. TAXI SERVICE INC
4133,FORD,C-MAX,2014,HYBRID,SANTORINI CAB CORP.
4001,FORD,ESCAPE,2012,HYBRID,VIOLET ZONE CAB CO.
1453,TOYOTA,CAMRY,2013,HYBRID,RABAT INC.
2908,TOYOTA,CAMRY,2013,HYBRID,SUNFLOWER CAB CO.
6938,TOYOTA,PRIUS,2016,HYBRID,ARM TAXI INC.
5342,TOYOTA,RAV4,2017,HYBRID,Akeem B. Ali
6137,TOYOTA,CAMRY,2013,HYBRID,"OLAN CAB CO., INC."
3220,DODGE,CARAVAN,2016,FLEX FUEL,LAIGHT TAXI CORP.
2876,TOYOTA,PRIUS,2015,HYBRID,"IL 2, CORP."
3228,TOYOTA,RAV4,2019,HYBRID,SEBASTIAN BELLA LLC
967,TOYOTA,CAMRY,2015,HYBRID,"DJEM 2 TRANS, INC"
1721,TOYOTA,PRIUS,2015,HYBRID,BAMYAN INC.
3622,TOYOTA,PRIUS,2017,HYBRID,YRW CORP.
5496,TOYOTA,RAV4,2019,HYBRID,ARCHER CAB INC
2125,TOYOTA,CAMRY,2014,HYBRID,"GHANATTA ENTERPRISE COMPANY, INC."
2164,TOYOTA,CAMRY,2012,HYBRID,COMPUTER CAB CO
6109,FORD,CROWN VICTORIA,2010,FLEX FUEL,WEDI AFOM INC
1231,TOYOTA,PRIUS,2013,HYBRID,FAST CAB COMPANY
5941,TOYOTA,PRIUS,2019,HYBRID,SADOR INC
6650,TOYOTA,PRIUS,2012,HYBRID,RAPHEW AZEEZ
4592,TOYOTA,CAMRY,2012,HYBRID,CHICAGO 4592 INC
2295,TOYOTA,CAMRY,2015,HYBRID,CHICAGO EXPRESS CAB CO
180,TOYOTA,CAMRY,2015,HYBRID,BELICAGO TAXI LLC
2037,TOYOTA,CAMRY,2015,HYBRID,YETTDEL CORP.
1957,FORD,ESCAPE,2012,HYBRID,TAXALE TAXI INC
5996,TOYOTA,CAMRY,2016,HYBRID,U CAB INC
33,TOYOTA,PRIUS,2015,HYBRID,BEBE VICTOR INC
3769,TOYOTA,CAMRY,2014,HYBRID,CHARAFI TRANS INC
2862,NISSAN,ALTIMA,2011,HYBRID,PIREAS TAXI CORP.
4587,TOYOTA,CAMRY,2012,HYBRID,"CHICAGO CAB, INC. #1"
6065,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
612,TOYOTA,COROLLA,2015,GASOLINE,DRAKE GLOBAL ENTERPRISES INC.
3703,TOYOTA,PRIUS,2013,HYBRID,BOUALEM INC
6076,TOYOTA,RAV4,2014,GASOLINE,SAIED A SARVINEHBAGHI
3554,TOYOTA,PRIUS,2014,HYBRID,SANTORINI FOUR CAB CORP.
2122,TOYOTA,PRIUS,2014,HYBRID,ALHAJ BROTHERS INC
1,TOYOTA,CAMRY,2014,HYBRID,YC1 LLC
1775,VPG,MV-1,2012,COMPRESSED NATURAL GAS,JULY CAB CORP.
159,TOYOTA,CAMRY,2015,HYBRID,MCCAB VI CORP.
5146,TOYOTA,PRIUS,2013,HYBRID,AMR CAB CORP.
3342,TOYOTA,PRIUS,2014,HYBRID,SANTORINI SIX CAB CORP.
1684,FORD,ESCAPE,2012,HYBRID,WNH TAXI CORP
2034,TOYOTA,PRIUS,2014,HYBRID,CHICAGO MEDALLION ONE LLC.
3870,DODGE,CARAVAN,2016,FLEX FUEL,ANDREW AND STEVEN CAB CORP.
5447,TOYOTA,CAMRY,2014,HYBRID,5447 CAB CORPORATION
3361,HYUNDAI,SONATA,2017,HYBRID,MAYFAIR CAB LLC
3860,TOYOTA,CAMRY,2016,HYBRID,3860 TAXI CORP
3550,TOYOTA,SIENNA,2019,GASOLINE,BATULA TAXI SERVICES LLC
6664,TOYOTA,CAMRY,2014,HYBRID,CHICAGO MEDALLION ELEVEN L.L.C.
2623,FORD,FUSION,2012,HYBRID,CORPORAL CAB CO
6406,TOYOTA,PRIUS,2015,HYBRID,"BOLAKO, INC"
3587,LINCOLN,MKZ,2013,HYBRID,ORANMONSE INC
3825,TOYOTA,CAMRY,2012,HYBRID,SETARE INC.
186,TOYOTA,COROLLA,2017,GASOLINE,MILES CAB CORP
3303,TOYOTA,PRIUS,2014,HYBRID,RODAS CAB CO
6346,TOYOTA,PRIUS,2014,HYBRID,TALOS CHICAGO INC.
26,TOYOTA,PRIUS,2014,HYBRID,TIPTOM TOO INC
1730,NISSAN,ALTIMA,2014,HYBRID,ANAYA TRANS INC
1383,TOYOTA,CAMRY,2012,HYBRID,KANG CAB CORP
5619,NISSAN,ALTIMA,2016,GASOLINE,MYSTIC ROOTS INC.
2185,TOYOTA,PRIUS,2011,HYBRID,VEE-DOR CAB CO.
1776,TOYOTA,CAMRY,2014,HYBRID,ELSTON EIGHTEEN LLC
1607,FORD,ESCAPE,2012,HYBRID,LILLY CAB CORP
1595,NISSAN,ALTIMA,2011,HYBRID,USAMA TRANS INC.
1659,TOYOTA,CAMRY,2011,HYBRID,CASA BLANCA EXPRESS INC
5558,TOYOTA,CAMRY,2014,HYBRID,ZEBA CAB CO
2688,TOYOTA,PRIUS,2013,HYBRID,LUCKY 7 CAB COMPANY
5274,TOYOTA,CAMRY,2014,HYBRID,SAAB TRANS INC
2490,NISSAN,ALTIMA,2011,HYBRID,A B C CAB CO
1035,TOYOTA,CAMRY,2015,HYBRID,NADJIB TRANS INC
3371,TOYOTA,CAMRY,2017,HYBRID,MO-MONEY CAB CO
5863,TOYOTA,PRIUS,2016,HYBRID,LUCKY SEVEN CHICAGO THREE INC.
3711,TOYOTA,CAMRY,2015,HYBRID,"ARVP, LLC"
5794,TOYOTA,SIENNA,2017,GASOLINE,FNB CORP
4457,HYUNDAI,SONATA,2014,GASOLINE,RAMADA KHAIR INC
5167,TOYOTA,SIENNA,2016,GASOLINE,5167 TAXI INC
6748,TOYOTA,RAV4,2017,GASOLINE,NDIBEN INC
5453,TOYOTA,CAMRY,2014,HYBRID,ARUBA & HUMAYUN INC.
5763,TOYOTA,CAMRY,2013,HYBRID,AASHI CAB CORP.
752,TOYOTA,CAMRY,2012,HYBRID,BADU COMPANY INC
2815,TOYOTA,RAV4,2013,GASOLINE,2815 TAXI CORP
4590,TOYOTA,CAMRY,2016,HYBRID,CASBAH CAB COMPANY
250,VPG,MV-1,2012,COMPRESSED NATURAL GAS,GALA CAB CORP.
6382,TOYOTA,CAMRY,2015,HYBRID,"SHUCHONA, CORP"
1964,FORD,ESCAPE,2012,HYBRID,LIGHT BREEZE CAB CORP.
5896,TOYOTA,PRIUS,2015,HYBRID,STR CAB CO
1649,TOYOTA,RAV4,2020,HYBRID,SABAAH EXPRESS INC.
5966,TOYOTA,CAMRY,2012,HYBRID,RIDEWAY CAB CO
630,TOYOTA,PRIUS,2013,HYBRID,SUSAN CAB CORP.
4510,TOYOTA,CAMRY,2013,HYBRID,P E P CAB CORP
6335,TOYOTA,CAMRY,2015,HYBRID,ANDREW AND STEVEN CAB CORP.
5967,TOYOTA,PRIUS,2012,HYBRID,RITEWAY CAB CO
4184,TOYOTA,PRIUS,2012,HYBRID,KHAN CAB CO
1313,TOYOTA,CAMRY,2019,HYBRID,CHICAGO MEDALLION SEVEN LLC.
5754,TOYOTA,PRIUS,2013,HYBRID,UBI ES MAI INC
4186,TOYOTA,CAMRY,2015,HYBRID,CHICAGO MEDALLION TWO LLC.
1655,DODGE,CARAVAN,2016,GASOLINE,SILKY CAB CORP.
1243,TOYOTA,CAMRY,2011,HYBRID,YC21 LLC
3733,TOYOTA,PRIUS,2013,HYBRID,TAXI MEDALLION GROUPLLC-SERIESXVIII
1309,TOYOTA,CAMRY,2015,HYBRID,HANA K. TENZIN INC
3632,TOYOTA,COROLLA,2018,GASOLINE,SETARE INC.
2838,TOYOTA,PRIUS,2013,HYBRID,FULL MOON CAB COMPANY
6909,NISSAN,SENTRA,2019,GASOLINE,KALAVRITA CAB CORP
199,TOYOTA,CAMRY,2012,HYBRID,OMERAGIC INC.
6358,TOYOTA,RAV4,2014,GASOLINE,6358 TAXI CAB CORP.
2578,TOYOTA,PRIUS,2014,HYBRID,SANTORINI FIVE CAB CORP.
2796,FORD,C-MAX,2013,HYBRID,SANTORINI CAB CORP.
1645,TOYOTA,RAV4,2018,GASOLINE,DORRY INC
6534,TOYOTA,RAV4,2016,GASOLINE,SWEET JESUS TAXI CO.
2396,DODGE,GRAND CARAVAN,2012,GASOLINE,PERSISTENCE TAXI LLC
6831,TOYOTA,CAMRY,2015,HYBRID,FILE ZANI CORP.
5787,FORD,ESCAPE,2012,HYBRID,SLSJETS V CAB CORP.
1080,TOYOTA,PRIUS,2015,HYBRID,YC18 LLC
6438,TOYOTA,PRIUS,2012,HYBRID,"HABTOM, INC"
6493,TOYOTA,CAMRY,2015,HYBRID,ASMARA INC
3789,TOYOTA,CAMRY,2012,HYBRID,CHICAGO MEDALLION ONE LLC.
5166,TOYOTA,CAMRY,2014,GASOLINE,MANZANAREZ INC
4098,TOYOTA,RAV4,2018,HYBRID,S M K & A CAB CO
800,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO X, INC."
3744,TOYOTA,CAMRY,2013,HYBRID,AL-MEDINA CHICAGO INC
5384,TOYOTA,CAMRY,2015,HYBRID,SMARTER CAB CO.
4244,TOYOTA,COROLLA,2018,HYBRID,AFA TAXI INC.
6022,TOYOTA,CAMRY,2013,HYBRID,ONE & ONLY TAXI SERVICE INC
150,TOYOTA,CAMRY,2016,HYBRID,MCCAB VI CORP.
35,TOYOTA,CAMRY,2014,HYBRID,AMUN TRANS INC.
3425,HONDA,CRV,2014,GASOLINE,SOMOZA EDOUARD
21,TOYOTA,PRIUS,2013,HYBRID,SHERAZ CORP
3636,FORD,ESCAPE,2011,HYBRID,"CHICAGO POLO VI, INC."
6311,TOYOTA,CAMRY,2013,HYBRID,S. F. Y. CAB CORP.
4226,TOYOTA,CAMRY,2012,HYBRID,JAHAN INC
270,TOYOTA,COROLLA,2019,GASOLINE,"ZOLI, INC."
2082,TOYOTA,PRIUS,2012,HYBRID,KAZANLAK CAB CO
1246,TOYOTA,CAMRY,2016,HYBRID,MK TAXI INC.
203,FORD,ESCAPE,2012,HYBRID,FUNNY MONICA IN CHICAGO INC
4621,FORD,ESCAPE,2012,HYBRID,CHICAGO SEVEN INC
3093,TOYOTA,SIENNA,2018,GASOLINE,NEW CITY CAB CORP
880,DODGE,GRAND CARAVAN,2014,FLEX FUEL,JEWEL CAB CORP.
5066,TOYOTA,PRIUS,2014,HYBRID,JOTI CAB COMPANY
2840,TOYOTA,CAMRY,2015,HYBRID,CHICAGO SKYLINE CAB CO.
3446,DODGE,CARAVAN,2012,FLEX FUEL,LUNA TAXICAB INC.
3754,TOYOTA,CAMRY,2013,HYBRID,HAFIZ BILAL EXPRESS INC.
4101,NISSAN,ALTIMA,2011,HYBRID,GREENWICH CAB CORP.
6006,TOYOTA,PRIUS,2015,HYBRID,6006 TAXI INC
2236,TOYOTA,CAMRY,2014,HYBRID,"WADOOD, INC"
5201,TOYOTA,PRIUS,2013,HYBRID,RIZQ CAB CO
599,TOYOTA,CAMRY,2014,HYBRID,SERAFFIN INC.
2350,TOYOTA,CAMRY,2015,HYBRID,K & K & H INC.
5911,TOYOTA,RAV4,2018,HYBRID,MINASSE INC.
1981,TOYOTA,CAMRY,2014,HYBRID,CHICAGO UNITED CAB CO
2096,KIA,SOUL,2014,GASOLINE,SOON CAB CO
2321,TOYOTA,CAMRY,2013,HYBRID,HUFFY & SUBBY CAB CO
3058,TOYOTA,CAMRY,2014,HYBRID,WELCOME TAXICAB INC
1333,TOYOTA,CAMRY,2016,HYBRID,1333 TAXI CORP
6151,TOYOTA,PRIUS,2014,HYBRID,FLAG CAB CORP.
4021,TOYOTA,CAMRY,2017,HYBRID,TAXI MEDALLION GROUP LLC SERIES XIV
3561,TOYOTA,CAMRY,2015,HYBRID,"ENDWELL SERVICES, INC"
6388,TOYOTA,CAMRY,2016,GASOLINE,ADAM CAB CO.
5507,TOYOTA,PRIUS,2013,HYBRID,BISMILLAH I INC
5339,TOYOTA,CAMRY,2017,HYBRID,CAB OF CHICAGO LLC
4188,FORD,ESCAPE,2011,HYBRID,CHICAGO SEVEN INC
2167,FORD,C-MAX,2013,HYBRID,TRIBECA TWO CAB CORP.
1059,TOYOTA,CAMRY,2014,HYBRID,YC17 LLC
6206,TOYOTA,RAV4,2017,HYBRID,MEMONA INC
4793,TOYOTA,PRIUS,2014,HYBRID,BLUE EYES CAB CORP.
5111,TOYOTA,PRIUS,2012,HYBRID,IRSHAN INC
3743,FORD,C-MAX,2013,HYBRID,SANTORINI FIVE CAB CORP.
3618,FORD,FUSION,2015,HYBRID,"KUKULU TRAVEL, INC."
2972,TOYOTA,CAMRY,2011,HYBRID,RIZQ CAB CO
6474,FORD,ESCAPE,2012,HYBRID,SNOWBLIND CAB CORP
4893,TOYOTA,PRIUS,2013,HYBRID,SHEEBA CAB CO
2465,TOYOTA,PRIUS,2014,HYBRID,SANTORINI TWO CAB CORP.
2810,TOYOTA,CAMRY,2015,HYBRID,E & B EXPRESS CORP.
2203,HYUNDAI,ELANTRA,2018,GASOLINE,NEMESIS CAB CORP.
2390,TOYOTA,PRIUS,2013,HYBRID,JUHI INC
1973,TOYOTA,CAMRY,2016,HYBRID,SHOTOR CAB CO
6027,TOYOTA,COROLLA,2016,HYBRID,BYRON YABLON
5124,TOYOTA,RAV4,2017,HYBRID,B AND C CAB CO
4841,TOYOTA,SIENNA,2019,GASOLINE,ORE-OLUWA LLC
3472,TOYOTA,CAMRY,2013,HYBRID,BIG M CAB CO
4899,TOYOTA,CAMRY,2017,HYBRID,ABBAS 5 INC
3780,NISSAN,SENTRA,2019,GASOLINE,CITY TAXI INC.
666,TOYOTA,CAMRY,2014,HYBRID,666 ENTERPRISE INC.
1551,TOYOTA,PRIUS,2013,HYBRID,ASHA CORP
1920,TOYOTA,CAMRY,2015,HYBRID,BOULEVARD 1 CORP
1482,TOYOTA,CAMRY,2011,HYBRID,DR KIM CAB CO
5925,TOYOTA,CAMRY,2016,HYBRID,SEGEN TAXI CORP
6188,TOYOTA,CAMRY,2014,HYBRID,CHOICE ENTERPRISE INC.
3097,FORD,FUSION,2016,HYBRID,TAXI CAB INC
2061,TOYOTA,PRIUS,2012,HYBRID,FOUNDATION TRANSIT INC.
607,TOYOTA,RAV4,2014,GASOLINE,REGIS CAB COMPANY
980,TOYOTA,CAMRY,2015,HYBRID,SHAH TAXI INC
5398,TOYOTA,SIENNA,2018,GASOLINE,MEGASIS UNIVERSAL COMPANY INC
866,TOYOTA,CAMRY,2012,HYBRID,MEDALLION FUNDING CHICAGO CORP II
187,TOYOTA,RAV4,2014,GASOLINE,VOYTEK'S CAB CO
2987,TOYOTA,PRIUS,2013,HYBRID,RANI TAXI CORP
4015,TOYOTA,PRIUS,2012,HYBRID,ST MICHAEL CORP
3785,TOYOTA,PRIUS,2014,HYBRID,MCCAB XVI CORP.
1748,TOYOTA,SIENNA,2019,GASOLINE,"A.M. ""EBENEZER, INC"""
1123,TOYOTA,CAMRY,2014,HYBRID,MAAZ CORP
4421,TOYOTA,CAMRY,2016,HYBRID,NORTOWN EXPRESS INC.
3827,TOYOTA,SIENNA,2020,GASOLINE,RESURRECTION TAXI INC
2738,TOYOTA,RAV4,2018,HYBRID,ABBAS CAB CO.
3506,TOYOTA,CAMRY,2016,HYBRID,"ALL AMERICAN CAB CO., INC."
4882,FORD,ESCAPE,2012,HYBRID,"LUCKY SEVEN CHICAGO ONE, INC."
3268,FORD,C-MAX,2013,HYBRID,SANTORINI TWO CAB CORP.
3807,TOYOTA,PRIUS,2013,HYBRID,FAST CAB COMPANY
4533,TOYOTA,CAMRY,2013,HYBRID,HELEN CAB CO.
6499,HYUNDAI,ELANTRA,2018,GASOLINE,POSEIDON CAB CORP
6765,TOYOTA,CAMRY,2013,HYBRID,CHICAGO CITY TAXICAB SERVICE INC
2161,TOYOTA,CAMRY,2015,HYBRID,LALITA TAXI INC
1109,TOYOTA,CAMRY,2014,HYBRID,ABADANI INC
4620,VPG,MV-1,2012,COMPRESSED NATURAL GAS,MOISTURE II HACKING CORP.
2436,VPG,MV-1,2012,COMPRESSED NATURAL GAS,"I & B MIDWEST ENTERPRISE, INC."
5185,TOYOTA,CAMRY,2017,HYBRID,VICK EXPRESS INC
1982,HYUNDAI,ELANTRA,2018,GASOLINE,CHICAGO CAB CORP.
2763,TOYOTA,CAMRY,2012,HYBRID,P M HANIF CAB INC
2904,TOYOTA,PRIUS,2013,HYBRID,Z & M RIDE INC
3817,TOYOTA,CAMRY,2012,HYBRID,NIKIANA CORP
2319,TOYOTA,PRIUS,2013,HYBRID,KNOWZ CAB CO
1274,TOYOTA,CAMRY,2014,HYBRID,YC22 LLC
1781,TOYOTA,CAMRY,2015,HYBRID,GOLDEN STOOL INC
5098,TOYOTA,CAMRY,2016,HYBRID,KHANGURA CAB CORP
3005,TOYOTA,CAMRY,2014,HYBRID,GRAND CAB COMPANY
5561,TOYOTA,CAMRY,2013,HYBRID,LUNAR INC
574,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO V, INC."
6045,TOYOTA,CAMRY,2019,HYBRID,BISU-624 LTD
5484,TOYOTA,RAV4,2016,HYBRID,SEMBEL CAB CORPORATION
6794,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO XVI, INC"
6377,TOYOTA,CAMRY,2013,HYBRID,LAYA CAB CORP
604,FORD,ESCAPE,2012,HYBRID,SUSAN CAB CORP.
6495,CHEVROLET,IMPALA,2013,FLEX FUEL,KIAMARS MATIN
1603,TOYOTA,VENZA,2013,GASOLINE,RYAN CAB CO
760,TOYOTA,RAV4,2020,HYBRID,LUXURY RIDES LLC
6277,TOYOTA,PRIUS,2016,HYBRID,KAHIN CORP
4282,TOYOTA,PRIUS,2015,HYBRID,KHANGURA CAB CORP
2836,KIA,SOUL,2016,GASOLINE,BUKWANG YANG
6760,TOYOTA,CAMRY,2016,HYBRID,ABU RAYYAN INC.
3399,TOYOTA,PRIUS,2012,HYBRID,HAFFARY & BAIICHE CORP.
119,TOYOTA,CAMRY,2013,HYBRID,"OLAMAXX, INC."
2217,TOYOTA,CAMRY,2014,HYBRID,LEE G INC
5818,FORD,ESCAPE,2012,HYBRID,"CHICAGO POLO VI, INC."
2109,TOYOTA,PRIUS,2013,HYBRID,FOUNDATION TRANSIT INC.
873,TOYOTA,SIENNA,2015,GASOLINE,CHITOWN CAB INC. #V
1519,TOYOTA,PRIUS,2014,HYBRID,BIK INC.
6531,TOYOTA,PRIUS,2013,HYBRID,JANDI INC.
2214,TOYOTA,PRIUS,2013,HYBRID,LEMAJ INC
6599,TOYOTA,PRIUS,2015,HYBRID,TAXI MEDALLION GROUP LLC SERIES III
1183,TOYOTA,PRIUS,2014,HYBRID,"MALUFEN, INC."
5249,KIA,SOUL,2016,GASOLINE,SAM CORP.  II
4054,TOYOTA,CAMRY,2013,HYBRID,RED SHINE INC
1699,TOYOTA,CAMRY,2013,HYBRID,SATTI INC
2447,TOYOTA,PRIUS,2017,HYBRID,ROZY TAXI CAB INC
608,TOYOTA,PRIUS,2019,HYBRID,OM CAB CORP.
4698,TOYOTA,CAMRY,2014,HYBRID,MARYA CAB INC.
5732,TOYOTA,COROLLA,2015,GASOLINE,COONS CAB CO
235,TOYOTA,PRIUS,2016,HYBRID,BABY CAB CORP.
2231,TOYOTA,CAMRY,2014,HYBRID,IYASSU INC
643,TOYOTA,PRIUS,2011,HYBRID,PEACE INC.
5822,TOYOTA,PRIUS,2013,HYBRID,"CAMISAM TRANS, INC."
1013,TOYOTA,SIENNA,2019,GASOLINE,BENATHA TRANS INC
6761,DODGE,GRAND CARAVAN,2015,GASOLINE,SALMA & YOUSEF CAB INC.
556,TOYOTA,SIENNA,2018,GASOLINE,MCCAB XIV CORP.
2549,TOYOTA,CAMRY,2016,HYBRID,"SIDDIQUI 7, INC."
1276,TOYOTA,PRIUS,2012,HYBRID,CANAAN TRANSPORTATION INC
226,FORD,ESCAPE,2012,HYBRID,BABY CAB CORP.
24,TOYOTA,PRIUS,2013,HYBRID,SOPHIE TAXI LLC
3815,FORD,ESCAPE,2012,HYBRID,GREEN EYES CAB CORP.
1652,FORD,ESCAPE,2012,HYBRID,SNOWFALL II HACKING CORP
762,TOYOTA,PRIUS,2014,HYBRID,HENRY AND MASHA CHICAGO CORP.
2742,DODGE,CARAVAN,2013,FLEX FUEL,SHAYAN CAB CO
2442,TOYOTA,PRIUS,2013,HYBRID,TAXALE TAXI INC
3687,TOYOTA,CAMRY,2013,HYBRID,"PED 2, LLC"
6819,FORD,FUSION,2014,HYBRID,NECT 10 LLC
3386,NISSAN,ROGUE,2017,GASOLINE,BALEPO EXPRESS INC
660,TOYOTA,SIENNA,2015,GASOLINE,RHD CAB CORP.
804,TOYOTA,CAMRY,2016,HYBRID,FUTURE CAB CO
3699,VPG,MV-1,2014,GASOLINE,CHICAB THREE INC.
1224,TOYOTA,COROLLA,2018,GASOLINE,ARES CAB CORP.
2986,TOYOTA,RAV4,2017,HYBRID,SOLIDARITY TAXI CORP
1160,TOYOTA,PRIUS,2015,HYBRID,AL-MEDINA CHICAGO INC
4164,FORD,ESCAPE,2012,HYBRID,REX 3 INC.
1739,TOYOTA,CAMRY,2016,HYBRID,ISROLIZ CORPORATION
6573,TOYOTA,PRIUS,2015,HYBRID,AWGET INC.
3811,TOYOTA,PRIUS,2014,HYBRID,"CHICAGO CAB, INC. #1"
6947,DODGE,GRAND CARAVAN,2016,FLEX FUEL,EYAD CAB CO
2977,TOYOTA,CAMRY,2014,HYBRID,RAM'S CAB CO
5906,TOYOTA,SIENNA,2019,GASOLINE,AAA TRANS INC.
1156,TOYOTA,CAMRY,2013,HYBRID,GSJ TAXI CO.
632,TOYOTA,SIENNA,2020,GASOLINE,MARS ENTERPRISE INC. II
1020,TOYOTA,CAMRY,2016,HYBRID,SUFIYAN I INC
1741,FORD,C-MAX,2013,HYBRID,PECONIC TAXI LLC
2163,TOYOTA,PRIUS,2012,HYBRID,CHICAB TWO INC
3297,VPG,MV-1,2014,GASOLINE,"TAXI MEDALLION GROUP,LLC-SERIES V"
5580,TOYOTA,CAMRY,2017,HYBRID,SUPER AMERICA CAB COMPANY
4628,TOYOTA,CAMRY,2014,HYBRID,MUKI INC
4103,TOYOTA,CAMRY,2011,HYBRID,G & A CAB CORP
4744,TOYOTA,CAMRY,2011,HYBRID,ECHO CAB INC.
2247,TOYOTA,SIENNA,2019,GASOLINE,MATTHEW'S TAXI CORP.
1533,FORD,ESCAPE,2012,HYBRID,JAKE TRANSIT CO.
5350,TOYOTA,SIENNA,2016,GASOLINE,ZALLOUM CAB COMPANY
1184,TOYOTA,PRIUS,2016,HYBRID,LAGUWA INC
2596,TOYOTA,PRIUS,2014,HYBRID,MARCO CAB CO
