id,tagline
788,She makes dinner. She does windows. She reads ...
380,A journey through understanding and fellowship.
13223,Ever come across somebody you shouldn't have m...
10523,A life misunderestimated.
8681,They took his daughter.  He'll take their lives.
239571,You never forget your first love.
619,Never let her out of your sight. Never let you...
424,"Whoever saves one life, saves the world entire."
50014,Change begins with a whisper.
162903,You can't expose the world's secrets without e...
11024,They came. They saw. They ran.
208763,The truth is in you
6466,Evil Will Battle Evil
254024,"Forget the truth, find the story."
12589,"He may be small, but he's got a big brain!"
7191,Some Thing Has Found Us
1497,"Cowabunga, it's the new turtle movie."
117,What are you prepared to do?
6977,There are no clean getaways.
168530,Propose to this cop's sister? Rookie mistake.
634,Health Warning: Adopting Bridget's lifestyle c...
392,...and the world is still indulging!
10327,Bigger. Bolder. Blonder.
88042,Here come the grandparents.  There go the rules.
41630,Friendship has its benefits.
11969,Justice is coming.
2085,"In the city ruled by criminals, two families h..."
794,It is the greatest mystery of all because no h...
9286,This Ride Will Be The Death Of You.
1265,"Close your eyes, but keep your mind wide open."
866,Where will your imagination take you?
175555,This Little Fool Thinks She's Getting A Damn Pony
75174,Live or Die on This Day
11096,"Come out, come out, whatever you are."
8699,They bring you the news so you don't have to g...
769,Three Decades of Life in the Mafia.
10923,Save the world. Get the girl. Pass math.
11283,You'll Learn To Love Her. Warts And All.
111,The world is yours...
11676,"When the odds are against you, sometimes the o..."
746,"He was the Lord of Ten Thousand Years, the abs..."
77866,What would you hide to protect your family?
9416,This ain't no buddy movie.
7345,There Will Be Greed. There Will Be Vengeance.
14317,You don't need extraordinary powers to do extr...
20694,The Family Vacation Goes Overboard
12277,He's All Action
9779,Laugh. Cry. Share the pants.
2140,Kiss Fear Goodbye
12620,For the girls of ZETA house college life was n...
14177,A Cut Above
198185,"Sometimes to win, sometimes you have to change..."
227156,Search for truth. Find freedom.
10735,Trying to fit in. Born to stand out.
11351,He can taste your fear.
10030,He has to break his curse before she breaks hi...
10623,Mortal enemies make dangerous friends.
590,The time to hide is over. The time to regret i...
9655,"If you wanna chase your dream, sometimes you g..."
1268,Disaster has a passport.
190955,Crime runs in the family.
5123,An incredible journey moving at the speed of s...
4518,Declared illegitimate aged 3. Tried for treaso...
11932,Chucky Gets Lucky.
11165,The incredible attack on Pearl Harbor.
6116,You say you want a revolution?
57431,Worst. Babysitter. Ever.
278,Fear can hold you prisoner. Hope can set you f...
9290,He heard there was wildlife in L.A. He didn't ...
11543,You wouldn't want to meet these pinheads in an...
284536,The only way out is all in
152737,Misery loves family
8976,There's nothing better than a great romance......
319888,"Win or lose, always aim high"
9469,"The father, the son and the holy game."
1909,The story of the man who thought he was the gr...
22971,Love brought them together. Will fate tear the...
34813,Anyone Else Would Be Dead By Now.
46261,Fear is never just make believe
10431,Vengeance is the ultimate weapon.
9352,No actual Europeans were harmed in the making ...
18147,"No plane, no parents, no problem!"
18975,A new angle on the classic tale... And that's ...
15487,Based on a True Story
22825,All you have to do is push the button.
11152,Terror has evolved.
1831,Best Friends Make The Best Mistakes
43931,Only One Has The Power To Save Their Souls
10591,Matt never saw her coming... but all his frien...
10861,The Other Side of Safety.
12770,Their intentions were honorable. Their methods...
276907,"Love, fight, live, rule like a legend."
10074,Smack destiny in the face.
65055,Terror runs deep.
200505,The greatest victories don't always happen on ...
11954,"In the blink of an eye, the terror begins."
60309,One bullet killed the President. But not one man.
9787,"They never thought they'd be famous, but they ..."
293646,Hope Runs Deep
6978,Adventure doesn't come any bigger!
59440,Fight for Family
1770,"Ireland, 1916. His Dreams Inspired Hope. His W..."
8988,The bravest place to stand is by each other's ...
15992,Watch who you leave behind.
17707,Their graduation present was a trip to paradis...
77883,Fear The Demon That Doesn't Fear God
40001,The story of a girl who is going from filthy t...
64639,Everyone Has A Breaking Point
9903,Never let the truth get in the way of a good s...
21338,A cop who enforces his own brand of justice.
20766,In a moment the world changed forever.
9067,"In 2033, justice rides a tank and wears lip gl..."
168705,Revenge never tasted so sweet.
72113,A new comedy of no manners
94352,Experience a Journey Like Never Before
22256,PRE. The way he competed. The way he lived his...
12404,If you want to discover life learn from the ma...
152742,A Master of Possession. A Crime of Obsession
11699,The only criminal he can't catch is himself.
49953,He's Turtly Amazing
48034,The one thing friends can't escape is a few ho...
39845,When It Comes To Love... Everyone Pays A Price.
109091,Sin Is A Choice.
38543,Heavy metal goes medieval.
290864,Kung Fu is a Skill for Killing
242166,Go Rogue
859,Lust. Seduction. Revenge. The Game As You've N...
83770,The best teacher is experience.
168,The key to saving the future can only be found...
1246,It ain't over 'til it's over.
4233,Someone has taken their love of sequels one st...
2069,"In the heart of suburbia, a hit man with heart..."
11635,"All the fun of college, none of the education."
177,"A Modern Day Tale About The Search For Love, S..."
3600,Someone is dying for a second chance.
2621,A comedy straight from the heart
10358,What would you do to get out of debt?
10480,She's chasing a dream... they're chasing her.
10313,No goats. No glory.
18828,One big shot. One big mouth. The switch is on.
3558,"The crazy thing is, you're not crazy."
13476,"In every love story, there's only room for one..."
10208,Space. It's not as deep as you think.
24961,From the book that's an American tradition… fr...
20697,They're headed to the big time...face first.
70868,"If it were easy, men would do it too."
43593,There's something in the water.
6478,"In the era of cool, Bobby Darin was the soundt..."
40688,Fish out of water...Surfers in Yellowstone
41283,Slow Justice is no Justice
4935,The two lived there
19908,This place is so dead
10663,You can mess with him. But don't mess with his...
1891,The Adventure Continues...
9737,Whatcha gonna do?
37137,If you see only one movie this year...you ough...
9532,No accidents. No coincidences. No escapes. You...
10316,Ambition seduces. Power corrupts.
2787,Don't be afraid of the dark. Be afraid of what...
12658,The story about the one that got away and the ...
152601,A Spike Jonze Love Story
10866,"It was just a joke, just for fun."
227707,The new name for adventure.
21349,A story of a mother who knows best... and a da...
70435,They left her no choice.
580,"This time, it’s personal."
9819,A story about the years that keep us apart... ...
2453,When the going gets tough... the tough take th...
6973,Sometimes finding the truth is easier than fac...
11156,Before she was France's famous mademoiselle...
11632,"On September 1st, a heroine will rise."
30596,"To save a nations future, they must protect on..."
3021,The only demons in room 1408 are those within ...
957,May the schwartz be with you
256917,To honour a promise. To find his sons. To make...
251,A love that will last forever.
544,Love Is In The Hair.
11395,What if your dad was Santa Claus?
14635,Sometimes dreams come back to life.
13680,"Half his size, twice the trouble ... and she's..."
688,The path of Francesca Johnson's future seems d...
11090,He wasn't much of a man... Now he's not much o...
783,His triumph changed the world forever.
228194,Life's greatest journey begins with the first ...
1642,"No driver's license, no credit cards, no passp..."
10950,love is all you need
235260,Their Empire. His Kingdom.
277,Underworld
8999,He never saw it coming.
11323,Based on a tattle-tale.
11453,For the women of Europe... The price of love j...
146239,You're never quite ready for what life delivers.
205588,Who Can You Trust With The Truth?
10878,They swore nothing would come between them. Th...
82650,School's Out for the summer
10279,No one is safe from son of sam
2294,Hollywood had it coming
2176,The glass is about to be shattered...
270487,Lights. Camera. Abduction.
19366,"They were three small time girls, with big tim..."
204082,How far would you go to protect your home?
24100,"They're not just best friends, they're blood b..."
1599,An existential comedy
5550,He's back to lay down the law.
30379,"In The Beginning, The End Had A Name."
42586,She gave away secrets to one side and her hear...
17709,From the creator of 'George of the Jungle' com...
287948,He Delivers.
7548,He didn't resist temptation. He pursued it.
9075,"To fight the enemy, she must become one of them."
11661,France 1914. A moment of humanity that made hi...
109513,A Comedy That Never Takes Its Foot Off The Gas
204922,Who do you trust?
38985,WANTED. Four men willing to drive a cargo of d...
44113,Some People Tell Lies. Others Live Them.
164457,Sometimes your battles choose you.
4566,The truth can be adjusted
17795,"A comedy about life, liberty and the pursuit o..."
1073,Your Paranoia Is Real.
153158,There's only one team this summer.
10724,...the most devastating killing machine ever b...
9473,UH-OH.
2196,From director Frank Oz comes the story of a fa...
1499,The Turtles Are Back....In Time.
20857,The most important thing in life is showing up
82693,Watch For The Signs
1646,Their story. Their world. Their future.
44944,Many voices. One poem.
4108,Rules are made to be broken.
8456,Win or lose... Everyone has their fight.
7341,Looks Can Kill
10187,One ordinary guy is giving the candidates a re...
49517,How do you find an enemy who is hidden right b...
44857,Innocence is bliss. See the world through her.
50780,He's here to save Walter's life.
16363,With Burt and Dolly this much fun just couldn'...
1946,Play it. Live it. Kill for it.
85,Indiana Jones - the new hero from the creators...
772,He's up past his bedtime in the city that neve...
840,We are not alone.
9682,You are now infected.
10678,"Everything he needed to know about life, she l..."
274,To enter the mind of a killer she must challen...
8872,You'll laugh. You'll cry. You'll hurl.
16290,Don't try this at home
579,Just when you thought it was safe to go back i...
14405,50% Warrior. 50% Lover. 100% Chihuahua.
138843,Based on the true case files of the Warrens
11637,24 hours. 350 miles. His girlfriend's kids. Wh...
226486,She hit the road. The road hit back.
1584,He just landed the gig of his life: 5th grade.
9312,Nothing In This World Has Prepared You For This.
12153,They're going deep undercover.
65057,The South Pacific ain't that terrific.
8326,Some secrets are too big to keep hidden.
35690,"A story about family, first love, second chanc..."
76203,The extraordinary true story of Solomon Northup
13497,Half time is game time
35688,Marriage is an institution they're committed to.
162,His scars run deep.
296096,#LiveBoldly
103370,"Believe it or not, they know too much."
1051,There are no rules and no holds barred when Po...
376659,Party like a mother.
10073,An Unprotected Comedy
16690,The Classic Continues
273895,One dream can change the world.
14873,Feel the jungle beat
8968,You thought it was just a story.
9963,Reality is only a nightmare away
21208,Can you keep a secret?
272878,Best Friend. Hero. Marine.
9760,We know it's big. We measured.
314365,Break the story. Break the silence.
13279,What Could Be Safer Than Living Next to a Cop?
1975,"What Was Once Trapped, Will Now Be Unleashed"
33644,Sometimes you have to break the rules to free ...
1649,Once... they made history. Now... they are his...
9895,Elections are made to be broken.
9570,A journey that begins where everything ends!
16052,Discover the true story of one of America's br...
40264,Some sagas just won't die.
1164,If You Want to be Understood...Listen
239678,Welcome Home. Get Uncomfortable.
14359,There is no evidence. There are no witnesses. ...
3989,Putting The 'F' back in 'Freedom'
76617,Evil wears many faces.
1710,One man is copying the most notorious killers ...
4258,Evil is coming. Bring protection.
20391,Stake Your Claim To The Musical Goldmine of '69!
10139,Never Blend In.
335778,Witness the manhunt that changed the course of...
9645,Sea Evil
55465,Christmas comes prematurely.
617,They're dying to play with you.
19904,Daddy's home.
48289,Every secret comes with a price.
243,"A comedy about fear of commitment, hating your..."
6933,What will it sound like when you die?
17182,What do you do when justice fails?
38,You can erase someone from your mind. Getting ...
38303,What doesn't kill you... is going to marry you...
1266,Their city. Their rules. No prisoners.
107985,Good food. Fine ales. Total Annihilation.
14043,Small Town Girl. Big Time Adventure.
19901,"In 2019, The Most Precious Natural Resource......"
34016,"When she's this hot, You get one shot."
59860,She's having the time of someone else's life.
10069,You die in the game - you die for real.
9588,There's a price on his head. A girl on his min...
12819,A Pawsome 3D Adventure
9954,Only the power of Hell can help them.
10115,The world of competitive gymnastics is about t...
25132,Not So TALL Tales From The Director Of 'Spy Kids'
577,All she wanted was a little attention.
328387,Are you a watcher or a player?
12690,Feelings get you killed.
9945,From the Master of Evil. Comes a New Breed of ...
539,The master of suspense moves his cameras into ...
13596,It's funny what love can make you do...
226857,Say Goodbye to Innocence
13159,"In this family, attitude doesn't skip a genera..."
47941,Who knew so many little people would throw suc...
526,No force in Heaven will release them. No power...
22796,Destiny has big plans for little Simon Birch.
2355,Let in the unexpected.
5915,Into the heart. Into the soul.
9842,Life's A Game. Learn How To Play.
61012,This Halloween prepare for a 3D ride through h...
755,One night is all that stands between them and ...
13682,There's something new in the Hundred Acre Wood.
9089,We'll do it every year..until we get it right
9470,So many gangsters...so little time.
18357,It's A Bear Getting The Family Together!
7979,There is a way to be good again.
470,How much does life weigh?
15644,One good shot deserves another.
9582,Boy meets girl. Boy meets girl's cousin.
10642,Dare to be different.
22074,"Ask not what your C.E.O. can do for you, but w..."
290751,The truth lies in the most unexpected places.
13805,Your favorite movies are going to be destroyed.
4597,Who will be the last man standing?
9414,"He’s on a mission so secret, even he doesn’t k..."
63492,Ally's looking for the best ex of her life.
81796,Take no prisoners.
10710,"Success didn’t go to his head, it went to his ..."
15092,"Stay Charged, Stay Alive!"
15005,Feel The Touch Of Destiny
6963,Dave Spritz is about to take his best shot . ....
15070,Two Enemies ... The Mob ... The Ultimate Showd...
12797,He sees dead people... and they annoy him.
17134,Survive all 12
41402,Innocence dies. Abby doesn't.
18885,"Colt, Rocky and Tum Tum are back for bigger ki..."
4953,"You name it, we shoot it."
146198,The Code on the Street is Never Black & White
2639,Harry Block has written a best seller... bout ...
10563,All's fair in the war of love.
295964,Never underestimate a man with everything to l...
5971,Escaped convicts disguised as priests. It'll t...
11835,Protect what's yours.
26171,Frank's travelling light but carrying excess b...
31117,Meet the new generation of superheroes.
9074,One guy walks the walk. The other talks and ta...
15673,"When you follow your dream, there's no telling..."
42618,Love is what it's all about!
171274,"Under the paving stones, the beach!"
24432,Things are about to get hairy.
109417,The World is watching
13948,Laugh like you're country depends on it.
106747,Trained to kill. Left for dead. Back for more.
10929,"When the cat's away, the rats will play."
14220,This ain't March of the Penguins.
46435,Gilbert & Sullivan & So Much More
256962,Believe the impossible.
48231,Why deny what you desire the most.
3509,Everything Is Not Going To Be OK
82684,Legends Start Somewhere
12142,Can mankind defeat the army of darkness unleas...
23367,Band Together
10740,Be careful what you wish for.
241239,The result is never in question. Just the path...
14914,"Corporations have time, money, and power on th..."
3902,All I Can Do Is Be Me Whoever That Is
77948,Be careful who you trust.
21755,They'd never let the truth come between them.
128,The Fate Of The World Rests On The Courage Of ...
40932,The Musical Comedy Smash of the 80's!
16608,This land will be civilized.
334531,Hope never quits
32316,Uptown Gets Down.
7299,"In a future where freedom is outlawed, outlaws..."
13405,"War made them orphans, one man made them legends"
19457,He's the target of the most merciless family i...
8953,He will save the future.
46503,The perfect love story. Until it became the pe...
13688,It's out of this world.
10353,They come back!
43935,No pulse? No problem
241257,Fear always finds its victim
13250,Lives will be broken
133931,Airborne to be wild.
184341,No más. No surrender.
334074,His Next Target is Now Hunting Him
199373,The hunter becomes the hunted
14202,Sometimes the greatest journey is the distance...
581,Inside everyone is a frontier waiting to be di...
52449,She doesn't give an F.
12150,Deception is dangerous. Desire is deadly.
11247,Once upon a time... can happen any time.
4232,Someone has taken their love of scary movies o...
9378,There are ghosts around us all the time. Most ...
694,A masterpiece of modern horror.
105,He's the only kid ever to get into trouble bef...
11377,Evil loves to party.
385383,One way in. No way out.
41210,The most unexpected comedy ever conceived.
12090,Welcome to the honeymoon from hell.
62630,"The 80's were brilliant, if you were in charge."
16110,Little Engines CAN Do Big Things...
29427,Fear Thy Neighbor
129,The tunnel led Chihiro to a mysterious town...
2669,"After 200 years, the truth behind the legend."
203833,Courage beyond words.
13523,He's leaving virgin territory
25195,Anna planned to propose to her boyfriend on Fe...
17277,The Most Magnificent Re-Creation . . . Of An A...
50725,Best. Night. Ever.
82631,If you can't beat the system... change it
73191,The joy of the New York City Ballet in an exci...
22479,"Kansas City, 1934. Anything could happen here...."
340611,Based on the novel by Philip Roth.
10065,What happened over the next 28 days has never ...
2757,"From the creator of Being John Malkovich, come..."
11683,The dead shall inherit the Earth.
1878,"Buy the ticket, take the ride."
23082,In a world where everyone can only tell the tr...
195589,Family vs. Frat
854,From zero to hero.
2280,You're Only Young Once But For Josh It Might J...
496,"Come to Kazakhstan, it's nice!"
8835,Don't judge a book by its hair color!
157,A dying planet. A fight for life.
8643,What happened to Emily?
10402,He charges $10 but he’s willing to negotiate.
218043,The End Begins
9043,Feel The Love
21301,Let your hair down
10147,He doesn't care if you're naughty or nice.
816,"If he were any cooler, he'd still be frozen, b..."
302688,People change. Greeks don't.
60307,Welcome to the next grade
106,"If it bleeds, we can kill it..."
279,...Everything you've heard is true
8617,A Night To Die For.
10625,Welcome to girl world.
10934,Life offers you a thousand chances ... all you...
5279,Tea at four. Dinner at eight. Murder at midnight.
10013,"Knowing what you know now, what would you do d..."
194662,or (The Unexpected Virtue of Ignorance)
160588,Blue Moon. I used to know the words. Now they'...
9829,"September 11, 2001. Four planes were hijacked...."
10028,Her dream. Her terms
10535,All the action. All the women. Half the intell...
790,Lock your doors. Bolt your windows. There's so...
43959,"When you come back from a loss, beat the odds,..."
16991,"Right now, the world needs a hero."
9610,The most powerful legend of all is back in a n...
25643,Sometimes when you least expect it...
11904,"Before a lifetime of adventure, they lived the..."
44115,There is no force more powerful than the will ...
10569,They took a bite out of crime
10560,Life doesn't hold tryouts.
333348,"Christmas means comfort, joy and chaos."
20483,They're on a mission without permission.
11457,"Seen from a distance, it's perfect."
321697,Can a great man be a good man?
19840,Popularity is nice. Popular girls are not.
22327,Every "Revolution" Needs A Leader
38665,"The untold story of the man behind the mask, a..."
2575,"In a place this treacherous, what a good spy n..."
11644,Murder has a sound all of its own!
146227,Get in. Get out. Getaway.
68924,"It was 1973, and the climate was changing."
22102,"When the going gets tough, the tough go shopping!"
18701,Passion. Obsession. Revenge. Prepare for the p...
10068,They Broke Every Rule
848,"In the Dark Ages, Magic was a weapon. Love was..."
36811,Intoxicating. Infuriating. Impossible. Love.
522,"When it came to making bad movies, Ed Wood was..."
12246,Greatness comes to those who take it.
13809,"A story of sex, thugs and rock 'n roll."
27380,Deeds not Words
33870,最后的舞者
245703,He's not like us.
10739,In any relationship one person always does the...
127560,Revenge is never a straight line.
10017,He's not from around here...
11468,"If you're looking for the truth, you've come t..."
193613,Experience Metallica like never before
17436,Greed is good. Sex is easy. Youth is forever.
43434,The man who hijacked the world
69848,One man's hero is another man's traitor.
8408,The darkest day of horror the world has ever k...
332411,I lay my vengeance upon them.
9389,Paris 2054. Live forever or die trying
9626,A woman and a warrior that became a legend.
75638,How much do you want to believe?
8363,Come and Get Some!
290555,Unleash the beast
8328,It's not where you're from. It's where you're at.
10982,Armed And Dangerously Dumb.
205,"When the world closed its eyes, he opened his ..."
1620,Assassin 47
175541,The Musical Event of the Holiday Season
241254,Mercy is for the Weak
1933,"Sooner or later she'll see them, then everythi..."
679,This Time It's War
11113,The loverliest motion picture of them all!
3597,"If you're going to bury the truth, make sure i..."
193893,Fake Cops. Real Trouble.
9675,In search of wine. In search of women. In sear...
9988,Prepare for the ultimate chug of war.
948,The Night He Came Home
21765,Rover is about to take over.
146304,Times change. Friendship doesn't.
7516,Nobody gets away clean.
41439,The Traps Come Alive
2752,Easier said than done.
9429,Score!
38117,Love is never ugly.
9792,The lucky ones die first.
13778,50 million people used to watch him on TV. Now...
228203,Champions Can Come From Anywhere.
41382,Winning is Just the Beginning Surviving is Ano...
13960,A New American Story
114150,Get pitch slapped.
26602,Are you game?
10223,Sometimes good people do evil things.
16028,Are you afraid of the dark? You should be.
16112,"The Good, The Bad and The Stinky."
26390,This is War. This is Brooklyn.
27759,A handful of men and women held out against th...
109428,The most terrifying film you will ever experie...
23049,The most fun you can have without a passport.
9310,Imagine a country where more people vote for a...
11411,"Nuclear Power. In the best hands, it is danger..."
7304,Every bullet leaves a trail.
58048,A romantic adventure for the dangerous at heart.
1491,Nothing Is What It Seems.
2989,No animals were harmed in the making of this m...
10629,Why would anyone want to kill Veronica Guerin?
255343,Welcome to the family
4723,Have a nice apocalypse.
10800,Dragon hunting isn't a fairy tale
79694,Once You Believe You Die
4032,"When your Dad's an undertaker, your Mom's in h..."
18615,A love story.
10673,Every dream has a price.
4584,Lose your heart and come to your senses.
2977,Her own life is her greatest inspiration.
10760,Freshman year is no fairytale
11093,Some dreams can't be shared.
207,He was their inspiration. He made their lives ...
8467,"What the one doesn't have, the other is missing."
639,Can two friends sleep together and still love ...
24226,"The doctors want to settle, the Church wants t..."
9285,The greatest college tradition of all.
14709,It takes a hero to know what's worth winning.
74643,A Breath Of Fresh Vintage Air
13788,Evil will do anything to live.
83666,A tormenting and surprising story of children ...
10781,What you know about fear... doesn't even come ...
318850,"Before he was the savior, he was a child."
13908,He can get into any disguise... getting out is...
1417,What happens when make-believe believes it's r...
39180,The Smart One Isn't Wearing Any Pants.
16161,Just a Baby Boy.
49950,"2,000 colleges. 8 million roommates. Which one..."
10956,He Came. He Cleaned. He Conquered.
9594,Two brothers separated by the violence. Now to...
4638,Big cops. Small town. Moderate violence.
5038,Life is the ultimate work of art
13491,A Knight in the Holy Land. A Woman in the Froz...
10571,Warning: Sex Changes Everything
19994,She's evil... and not just high school evil.
25166,The death of Mona Dearly wasn't so much a whod...
23169,Live in the moments.
17403,Rule #1 There are no rules.
12120,Man's closest encounter.
9800,No one would take on his case... until one man...
1090,Question reality. You can go there even though...
18475,"This summer, get your grill on!"
40160,There's No Place On Earth To Hide!
18074,Six littles souls in search of a little harmony.
9689,It's going to be a shot in the dark!
9781,Kiss The Rules Goodbye.
8009,There can be only one.
3877,Hope comes with letting go.
8854,Heroes don't come any bigger.
68727,Don't be a hero.
12657,Announcing the arrival of the first airline wi...
12410,Anything that makes people happy can't be bad ...
73935,Dating Sucks
28178,"A true story of faith, devotion and undying love."
38717,A town's future is riding with one man.
18777,The truth is just a trick of light.
2110,For those who take their action raw.
9035,Horror Has A New Face
90,The Heat Is On!
771,A Family Comedy Without the Family.
12154,They changed her diapers. She changed their li...
9576,What do you get when you cross a hopelessly st...
744,Up there with the best of the best.
146,"A timeless story of strength, secrets and two ..."
14,Look closer.
45269,Find your voice.
9493,Only their mother can tell them apart.
873,It's about life. It's about love. It's about us.
205596,The true enigma was the man who cracked the code.
16769,She was married at 13. She had four kids by th...
33217,"It's not a diary, it's a movie."
132232,A Mother's Love is Forever
11153,Every summer Chevy Chase takes his family on a...
208134,Real people. Real reactions. Real messed up.
1165,Our Leaders. Ourselves.
4011,He's guaranteed to put some life in your after...
17202,Because we complete each other's sentences.
9587,The story that has lived in our hearts for gen...
65086,What did they see?
10053,"Whatever You Do, Don't Answer The Phone."
11870,The truth is never overrated
11778,One of the most important and powerful films o...
586,"A comedy about truth, justice and other specia..."
18736,The only risk in taking an adventure is not ta...
134411,How far would you go to save your son?
287903,You don't want to be on his list.
9276,Take me to your teacher.
15765,Who needs a heart when a heart can be broken?
2142,No One Is Above The Law.
11397,They served you Breakfast. They gave you Pie. ...
77016,Every moment of your life they stand watch
11478,Getting in is easy. Getting out is a killer.
266856,His Mind Changed Our World. Her Love Changed His.
10564,Laughter is harder... Friendship is stronger.....
24150,Family Is Forever
18405,"If someone hurt someone you love, how far woul..."
6961,Love doesn't come cheap.
11442,Evil finds its way home
2493,It's as real as the feelings you feel.
14047,"When the nation was in need, he inspired them ..."
64690,There are no clean getaways.
11132,She's making a scene over everything.
17127,Sometimes The Most Desirable Relationship Is T...
1562,When days turn to weeks... the horror returns.
232679,"Its Not How Hard You Fall, Its How You Get Bac..."
17880,Discover what happens when you go looking for ...
14736,All's fair in love and basketball.
9434,Even a hit man deserves a second shot.
23706,A Comedy That Clings
11531,Evil Doesn't Die.
9100,Welcome to the witching hour.
116,Passion Temptation Obsession
38843,A Little Sister Goes A Long Way.
1245,Diamond in the Rough
4995,"The life of a dreamer, the days of a business,..."
10413,"When the law can't protect the innocent,  the ..."
9793,Help isn't coming.
12212,Legends Never Die.
13768,"If you could choose to live forever, would you?"
8975,War is Fine But The Fight Continues
342521,"Kitten, please."
45272,It doesn't matter where you've been as long as...
9424,In Cradle Bay it doesn’t matter if you’re not ...
97367,If you ride like lightning you're gonna crash ...
254904,A spy is never out of the game.
18681,Obsession is in the eye of the beholder.
12162,You'll know when you're in it.
11495,Will she have the power... to survive?
64689,In America you're on your own.
13166,A touching story of a young man who desperatel...
37003,Hear See Experience
12211,It will take two immortals to defeat the ultim...
51828,Twenty years. Two people.
22798,Be Your Own Hero
7501,"If they don't finish the job, their fathers wi..."
10743,It's not about the money. It's about the money.
37718,In Goddess we trust.
9686,"One city, three stories tall."
97430,You can't spell Kung Fu without F and U!
12257,A long shot romance in a short order world.
68,It's only a state of mind.
14024,Don't Hold Back ...Don't Give Up.
115,Times like these call for a Big Lebowski.
7874,To save his soul he must save hers.
4911,"1992, L.A is at boiling point. One cop's turni..."
1988,One woman dared to keep hope alive
16222,How low will they go to get the girls of their...
9557,"... once you're on, you'll want to get off..."
9026,Everybody Loves Ernest... But Nobody's Quite S...
57943,A letter from the past would change their futu...
18276,It's time to stand up for the little guys.
8321,Shoot first. Sightsee later.
10186,Opportunity rocks.
25704,A Pre-Life Crisis.
133694,What's your price?
19265,A new comedy
36047,What would you do to get in?
8053,Nobody is beyond redemption.
2290,"When all hope was lost, he invented it."
5236,SeX. MurdEr. MyStery. Welcome to the party.
6552,The touching story of a boy and his right hand.
1018,An actress longing to be a star. A woman searc...
10075,The hunt never tasted so sweet.
42188,These students have everything they need. Exce...
6687,You can't escape your lies.
13853,"At The Dawn Of Mankind, A Woman Led The Way."
8461,Let the games begin...
331592,Hide your thoughts.
19,There can be no understanding between the hand...
10045,Welcome to District B13. Welcome to the future
400,Protect. Love. Honor. Avenge.
9104,War is hell... but peace is f*#!%!! boring.
16353,Warrior. Conqueror. Legend.
23759,History is written in blood
24206,The Terms are Clear. Kill or be Killed.
10185,The most terrifying ride you'll ever take
75033,Her courage inspired a nation.
74536,Serve. Protect. Lie.
13501,Dreaming is believing.
172391,"Half a zebra, a whole lot of adventure!"
262543,Your time is coming to an end – Ours is now be...
20083,They destroyed his life... Now he'll destroy t...
137,"He's having the worst day of his life... over,..."
264999,Back to the grind.
454,My only love sprung from my only hate.
288980,John Newton's Amazing Grace
33,Some legends will never be forgotten. Some wro...
1951,Liberation. Whether They Want It Or Not.
12405,What does it take to find a lost love? A. Mone...
10998,A look that led to an evening. A mistake he'll...
114,Who knew it was so much fun to be a hooker?
9396,The world's favourite adventurer is back for m...
2604,A story of innocence lost and courage found.
864,One dream. Four Jamaicans. Twenty below zero.
14435,He's gonna break your heart.
1931,He will challenge their traditions. Their trad...
691,It's the BIGGEST. It's the BEST. It's BOND. An...
9877,It Happened To Someone Who Knows Someone You K...
62008,Wesley Deeds is About to Discover the Person H...
12227,"Where civilization ends, their journey begins."
13824,Dare to dream.
71688,Never Compromise
15173,Fresh Fish. Mixed Vegetables.
8291,A Street Romance.
13950,Money can make people do funny things.
12158,A comic tale of horror and seduction.
11586,It's four years later... what does she remember?
10008,Possession Knows No Bounds
12403,Welcome to paradise. Enter at your own risk.
34563,To have and to hold... 'Til dads do us part.
10280,Let the curse fit the crime.
14434,In marriage no one can hear you scream.
11470,Evil has an upgrade.
10741,He saw wrong and tried to right it. He saw suf...
24940,Unleash your inner model.
82679,Some people just can't handle Halloween.
2013,Let your imagination set you free
18041,"It can turn you on, or turn on you."
28029,It was the summer of Woodstock... when she bec...
1123,"The spark that ignites us, unites us."
87729,A powerful man torn between his love for one w...
16899,Let's Misbehave!
9045,Two Men   Two Worlds   One Cause
23988,The most feared monsters in cinematic history ...
43949,You never forget your first love.
142,Love is a force of nature.
9603,Sex. Clothes. Popularity. Is there a problem h...
10712,It's time to stop hiding from the truth.
243938,The Laws of Space and Time are About to be Vio...
10876,There are no bad words... only bad deeds.
86838,They Won't Take Any Shih Tzu.
613,"April 1945, a nation awaits its...Downfall"
1913,Sensitive Drama About a Polemic Theme
97370,A mysterious seductress preys upon the populat...
801,Time to rock it from the Delta to the DMZ!
54518,Find out what's possible if you never give up.
44214,"In the era of personal branding, the scariest ..."
240,"I don't feel I have to wipe everybody out, Tom..."
9816,The Only Person You Need To Be Is Yourself.
10131,Terror beyond your wildest dreams.
339984,How do we explain the impossible?
8859,"After a night they can't remember, comes a day..."
11967,Six reasons why the west was wild.
239563,Love Thy Neighbor
222899,It's about compromise. It's about love. It's a...
4951,How do I loathe thee? Let me count the ways.
10985,A zero will rise.
9644,See it before they make the sequel!
332567,What was once in the deep is now in the shallows.
1954,"Such minor changes, such huge consequences."
15489,Roads closed. Schools shut. Rules were made to...
15250,You can't exchange family.
22345,Think innocent. Think helpless. Think again. N...
9448,Nothing's more dangerous than some nice guys.....
38223,On your case!
11186,Look out Jack! Chucky's back!
136835,First he gets into your house. Then he gets in...
