id,budget,revenue
242582,8500000,38697220
11217,8500000,5001655
15121,8200000,286214300
2619,8000000,69821330
773,8000000,100523200
235,8000000,52287410
170,5000000,82719880
10734,8000000,43000000
37964,8000000,27362710
40807,8000000,39187780
225565,8000000,26049080
668,6500000,81974490
11596,14000000,18090180
14429,8000000,22593410
13751,8000000,18948420
9490,8000000,17460020
14536,8000000,29010820
1359,7000000,34266560
9962,8000000,16856120
15049,8000000,12671300
22821,8000000,10629320
37735,8000000,74952300
10873,8000000,8279017
51588,8000000,10130000
291270,8000000,5659286
44009,8000000,18124260
13154,8000000,2275557
43923,8000000,6491240
26306,8000000,589304
198277,8000000,63464860
7870,8000000,852872
13072,8000000,458232
10288,8000000,426224
44147,8000000,3453043
13197,8000000,143451
251321,8000000,53086
149,8000000,553171
10425,22000000,413454
49081,8000000,2019009
302,7800000,22441320
403,7500000,145793300
33542,7500000,32392050
9388,6500000,24793510
1691,10200000,35619520
24684,7500000,26096850
2610,10284523,11588200
11022,6500000,12633750
34341,7500000,4245870
36046,7500000,3347647
12569,8000000,10848780
73873,8000000,5634828
7735,7500000,19000000
301365,7000000,1333124
25941,7300000,10329750
7326,7500000,231411600
681,7200000,116019500
238,6000000,245066400
535,4000000,92921200
19913,7500000,60722730
713,7000000,116700000
77930,7000000,167221600
253,7000000,161777800
57119,6600000,37710610
3291,7000000,54600000
398,7000000,49084830
8068,7000000,25405440
10803,9000000,25000000
682,7000000,97572000
10117,7000000,20256980
79316,7000000,36433980
2074,7000000,14702440
308639,700000,17986780
22314,7000000,14011450
2662,7000000,16829540
12573,7000000,31430330
241771,7000000,14618730
11051,7000000,8373585
14578,7000000,7292175
13006,7,5
16651,7000000,4720371
4251,7000000,29385320
14112,7000000,2062066
71859,7000000,6038942
33676,7000000,1246141
30128,7000000,1429299
44835,7000000,382946
306745,7000000,573335
47088,7000000,453079
110402,7000000,1310673
27004,7000000,46488
8374,6000000,30471
164372,7000000,12400000
13001,7000000,8900000
9571,6900000,7993039
82505,6900000,44287130
46738,6800000,7103838
250546,6500000,255273800
38415,7,7
650,6500000,57504070
16620,6500000,54215420
11033,6500000,31899000
9430,6500000,28451620
8998,6500000,13368440
10514,6500000,12376560
76025,6500000,17693680
4836,6500000,11850210
14631,6500000,2025032
87499,6500000,2401510
18923,6500000,1548955
28089,6500000,1521261
218,6400000,78371200
338,4800000,79384880
10925,4000000,14237000
2293,6000000,2122561
621,6000000,181813800
792,6000000,138530600
1777,6000000,119114500
642,6000000,102308900
433,6000000,102272700
1725,6000000,43656820
11977,6000000,39846340
16158,6000000,25059640
629,6000000,23341570
10160,8000000,22168360
11452,5000000,38275480
12163,6000000,44704000
32275,6000000,20400000
1103,6000000,50244700
14144,6000000,18197400
10622,12716953,18814720
13370,6000000,18750250
10215,6000000,58000000
25066,6000000,12000000
1523,6000000,48027970
11361,5000000,11642250
92591,5000000,9206470
57612,6000000,7518876
15256,6000000,6852450
83686,6000000,13231460
28053,6000000,6670712
67913,6000000,19560270
13991,7000000,6230276
1443,6000000,10409380
231576,5500000,5483299
16172,6000000,4398989
15797,6000000,3283371
13537,6000000,2944752
20794,6000000,2025238
576,6244087,638641
13990,6000000,2899975
27549,6000000,869325
59728,6000000,399611
58882,134005,1332231
13827,6000000,69497
97614,12000000,66351
837,5952000,2120439
1555,5300000,3897799
244783,6000000,32251
16564,4000000,530048
3482,5800000,6800000
8982,6000000,27165580
455,3500159,76578640
14351,5800000,7000000
10664,5600000,18469680
9277,5500000,159616300
9443,5500000,58972900
11901,5500000,15700000
33155,5500000,4865000
321,4361898,3031801
4997,5000000,2466444
925,6500000,37295440
7913,2200000,11502150
230266,5500000,5000000
215,4000000,152925100
333371,15000000,108286400
9012,5000000,64282310
345911,4900000,44107030
72571,5000000,205703800
242512,5000000,103590300
10072,5000000,44793220
211954,5500000,99067210
82990,5000000,142818000
29912,4100000,36000000
11843,5000000,41833350
11284,11000000,34872030
504,8000000,60378580
173,5000000,28200000
227348,5000000,86362370
1955,5000000,26010860
152532,5000000,55198280
243940,3300000,64110730
77,9000000,39723100
157547,5000000,44030250
2295,5000000,26888380
71,5000000,110000000
147773,4600000,23198650
24266,3500000,20659420
59968,10000000,17273590
323677,5000000,24804130
256274,5000000,40100000
284293,5000000,43884650
24973,5000000,15000000
21610,5000000,19905360
10283,5000000,14000000
8346,5000000,368744000
122081,5000000,31724280
10987,5000000,15116630
1391,5000000,33616690
747,4000000,30039390
26748,5000000,13269960
11357,5000000,17768760
14854,5000000,12232630
50357,5000000,25562920
13090,5000000,16174380
192141,5000000,54418870
29996,5000000,12200000
351819,20000000,21164800
22649,4,25
11042,8000000,3432342
17339,5000000,7230000
335,5000000,5321508
15745,5000000,5476060
17431,5000000,9760104
78394,5000000,4074023
10217,5000000,3263585
46332,4000000,41424070
13996,5000000,4040588
1024,5000000,3049135
343795,5000000,4842699
45658,5000000,2614773
16148,5000000,1980338
4553,5000000,8203235
245916,5000000,2450846
27585,5000000,5129058
1415,5000000,742898
313922,5000000,3220371
199933,5000000,846704
13685,7000000,560069
46838,5000000,5476793
298312,5000000,98450060
11600,5000000,782102
31175,5000000,17872800
12498,1000000,24475420
77949,4798235,209696
1690,4800000,80578930
64720,5000000,3099314
16337,4700000,8025872
11577,4638783,11000000
77987,4800000,10337390
9336,4500000,146198900
5689,4500000,58853110
712,6000000,254700800
13342,4500000,27092880
10339,4500000,10400000
1429,15000000,13060840
9303,4500000,7011317
641,4500000,7390108
252680,5000000,10429710
141,6000000,1270522
39800,4500000,744816
36419,4500000,3606395
510,3000000,108981300
375290,4500000,32000000
116613,3730500,6294161
1088,8000000,41400000
3040,4200000,32000000
11386,3705538,62548950
10246,4000000,125728300
10331,114000,30000000
153,4000000,119723900
703,4000000,38251420
27191,4000000,36000000
1365,4000000,44909490
287424,4000000,187112
451,3600000,49800000
241251,4000000,52425860
40494,4000000,14400000
39781,3500000,34705850
8337,4000000,13008930
5925,4000000,11744470
146203,5000000,15179300
85350,4000000,44349000
512,4000000,31584900
13408,7000000,10229330
47816,6000000,9000000
11536,4000000,8200000
2370,4000000,6000000
9809,4000000,4630045
5,4000000,4300000
11013,4000000,9304609
10132,4000000,3468572
8141,4000000,2426851
48572,4000000,1104682
14517,4000000,866999
157847,4000000,2365467
25719,3000000,302204
48309,1300000,354704
44945,9500000,120000
111190,16000000,318982
54580,4000000,146402
52015,650000,33245
60422,4000000,355688
81390,4000000,25345000
22301,3950000,8000000
874,3900000,28350000
10774,3800000,23689880
770,4000000,400176500
29715,3800000,14873
25209,3768785,8000000
37495,967686,4270000
34769,3500000,44462
35032,3700000,2956000
8618,4000000,13401950
3116,3600000,44785050
9427,3500000,257850100
813,3500000,83453540
10634,3500000,28215920
9516,3500000,27900000
16288,3500000,14000000
23330,3716946,5000000
18900,3500000,13007550
27029,3500000,12800000
26268,3500000,12000000
573,3500000,12600000
310131,3500000,40423940
11363,3500000,9482579
3033,10000000,6451628
25376,2000000,33965840
765,3600000,5923044
46146,3500000,4159678
14256,3500000,113783
12535,3400000,31063040
1667,8000000,127392200
50839,3500000,19504040
13973,3000000,3830137
244786,3300000,13092000
598,3300000,30641770
11129,600000,4000000
103663,3800000,16800000
301748,3300000,45000
108346,2000000,7
805,3200000,33395430
11697,3200000,8000000
55347,3200000,5332926
8469,2700000,141000000
658,2500000,124881100
1585,3180000,9644124
627,4000000,16491080
41436,3000000,177512000
1430,4000000,35564470
10014,3000000,29999210
11257,3000000,20966640
158015,3000000,89328630
82507,3000000,77712440
20337,3000000,19184020
261,3000000,17570320
1685,3000000,18999720
20737,3000000,23144500
10991,16000000,68411280
10225,3000000,19472060
826,3000000,33300000
34086,3000000,15369570
5854,2000000,7900000
284,3000000,25000000
10285,3000000,15938060
5780,3000000,13000000
292,3000000,11718600
22013,3000000,10400000
821,3000000,10000000
3089,3000000,9012000
132344,3000000,11176470
15158,3000000,7282851
44634,3000000,6804016
10557,3800000,28200000
28005,3000000,4109095
252,3000000,4000000
18892,3000000,3076820
549,2962051,3011195
868,3000000,9879971
10683,3000000,2807390
246403,2800000,1826705
670,3000000,14980000
49010,3000000,748453
24469,3000000,2357852
84174,3000000,11947950
38541,3000000,22000
234212,3000000,3387000
26039,2500000,3200000
666,2900000,5596708
248,2900000,5000000
43942,3000000,103735
10476,8000000,23563730
239,2883848,25000000
10281,2800000,19170000
630,2777000,33754970
3034,2800000,86273330
13025,2000000,5364858
17264,2700000,37799640
15875,2686000,6600000
43306,2627000,5363000
11072,2600000,119500000
9730,2600000,32980880
209274,2159280,10700000
291,2600000,3166000
14139,2600000,553198
872,2540800,7200000
139038,2500000,60141680
126509,2500000,33400000
10676,2500000,14400000
1687,2500000,12348900
24748,2500000,10000000
401,2500000,26781720
76,2500000,5535405
84329,2500000,3325038
157386,2500000,6854611
46849,2500000,71904
20764,2500000,107559
45132,2500000,324138
49471,2400000,5731103
7512,30000000,495303
11798,2380000,8176544
43546,2361000,6892000
17820,2300000,11000000
756,2280000,83320000
9728,4000000,36690070
9731,2200000,21930420
43610,2160000,9132000
887,2100000,23650000
364083,2100000,3330
8329,1500000,30448000
657,2000000,78898760
11561,2000000,18344730
270303,2000000,14674080
11624,2000000,18016290
595,2000000,13129850
8810,2000000,24600830
226,2000000,11540610
92182,2000000,13101670
582,2000000,70000000
72213,1000000,34522220
990,2000000,7600000
55604,2000000,9172000
9662,8000000,1477676
80,2700000,15992620
55,2000000,20908470
11023,2000000,4601043
33667,2000000,7800000
39013,2000000,13831500
43839,2000000,4000000
44639,2000000,7871522
301351,6000000,11122090
7873,2000000,5967038
331190,2000000,2801508
15186,2000000,2506446
1378,2000000,5179037
8885,2000000,11125850
48382,2000000,1672730
12901,2000000,1431623
250124,2000000,1477002
12228,2000000,653621
42889,2000000,563706
10656,2000000,390659
24746,2000000,124494
12109,2000000,120620
27023,3800000,111731
273899,13500000,187674
20653,7000000,1100000
28260,2000000,54207
13075,2000000,622806
115210,100000,95000
11302,2000000,11833700
26388,1987650,19152480
38358,1800000,67738090
702,1800000,8000000
935,1800000,9440272
84175,1800000,21107750
1705,1700000,8844595
50875,2000000,841733
4929,1800000,6800000
104,1530000,7267585
10894,500000,150277
1688,1700000,9700000
43947,2000000,572809
24066,1700000,1943649
191714,1000000,4235151
34106,1644736,7433101
11426,1650000,30500000
13909,1600000,5400000
592,1600000,4420000
10758,2000000,22179430
11690,1500000,11806120
3083,1500000,9600000
9344,1500000,7412216
10707,1500000,11098130
15647,1000000,10013420
4174,1500000,7000000
9464,1500000,2375097
49018,1500000,97009150
13820,1500000,2300000
17113,1500000,712294
129139,1500000,3566225
507,1500000,418961
4012,1500000,416925
10972,1500000,373967
3082,1,8500000
1961,1500000,173066
23963,1500000,32000
104755,1500000,1165882
408,1488423,184925500
39209,1455000,2620000
100,1350000,3897569
25784,1300000,639000
223,1288000,6000000
9725,1250000,21722780
28580,1250000,11000000
23730,1250000,3412497
19997,1250000,8500000
43266,1250000,6000000
176,1200000,103911700
39939,3000000,18492360
11219,1200000,7000000
176124,1200000,2861020
500,1200000,14661010
429,1200000,6000000
89750,900000,25000
43884,1200000,2736000
13064,2600000,2850263
7553,3000000,18637690
39895,1100000,1400000
94329,1100000,4105187
289,878000,10462500
1366,1000000,117235100
5769,1000000,37600000
277685,1000000,62882090
103,1300000,28262570
11298,1000000,17985890
646,950000,59600000
9003,1000000,14564030
347126,5000000,23507570
10092,1000000,10047670
10643,1000000,10037390
46705,3500000,16566240
546,1000000,13350370
76487,1000000,101758500
5722,2090000,40000000
39833,1000000,9000000
1781,1000000,46243000
18712,1000000,7800000
171424,5000000,6833445
113947,1000000,9138338
32456,1000000,2057193
13508,1000000,1678874
22597,1000000,1744858
26791,1000000,852206
56666,1000000,623791
46989,1000000,464000
123678,1000000,444575
13362,1000000,274661
18206,1000000,10018
13856,1000000,7202
29146,950000,814666
654,910000,9600000
91070,930000,30905
2009,852510,1185783
2652,950000,7022209
9813,900000,381420
3170,858000,267447200
15708,850000,819939
84200,850000,1243961
47889,800000,1001437
25461,800000,2816116
26899,800000,62852
14451,800000,1984662
838,777000,140000000
84332,750000,4007792
74725,500000,171760
58428,750000,78396
288,730000,8000000
14275,700000,7830611
18734,700000,1667192
7859,700000,4911725
302579,700000,10508
3080,609000,3202000
2667,60000,248000000
9459,600000,34505110
704,560000,12299670
14438,500000,33456320
83,130000,54667950
30315,500000,17000000
2056,500000,8679814
14271,2053648,500000
84401,500000,845188
12281,500000,603943
346,2000000,271841
45649,500000,98017
43933,500000,4242978
15624,450000,973525
3062,439000,2281000
8193,400000,46118100
23827,15000,193355800
762,400000,5028948
1435,218,1162014
9029,35000000,170000000
11240,860000,2451545
3059,385907,8394751
65203,379000,4358000
764,350000,29400000
103620,6000000,31081
14278,300000,1750211
389,350000,1000000
3078,325000,4500000
21525,300000,7808524
55123,312000,1281176
11980,8,16
73981,300000,2074000
118452,300000,40542
13282,300000,8000000
2255,250000,12021270
50035,250000,4186931
431,250000,501818
51942,250,203
60420,250000,3542353
109729,250000,56825
3060,245000,22000000
18533,230000,2260712
139948,225000,111300
70478,100000,27000000
35073,210000,5000000
9659,400000,100000000
10218,200000,4505922
391,200000,14500000
43595,200000,2200000
54897,200000,2295733
21334,180000,900000
79120,8000,469947
55420,100000,1776935
5822,150000,15200000
39141,150000,2891288
5723,160000,20710510
1779,160000,6706368
84355,125000,3200000
339408,8500000,15861570
18925,100000,10178330
299245,100000,42664410
985,10000,7000000
473,60000,3221152
9372,65000,28575080
47607,65000,416498
242095,4000000,600896
42151,31192,10000
2292,27000,3151130
692,12000,6000000
36095,20000,99000
14337,7000,424760
9367,220000,2040920
